Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status,WAvgPoints,EWAvgPoints
PF,Rudy Gay (27157803),Rudy Gay,27157803,PF/F/UTIL,3600,POR@UTA 03/22/2023 09:00PM ET,UTA,11.7,L,11.7,10
SG,Julian Champagnie (27157806),Julian Champagnie,27157806,SG/G/UTIL,3600,SAS@MIL 03/22/2023 08:00PM ET,SAS,9,L,9,10
PG/SG,Shaedon Sharpe (27157799),Shaedon Sharpe,27157799,PG/SG/G/UTIL,3600,POR@UTA 03/22/2023 09:00PM ET,POR,13.68,L,13.68,10
PF/C,Ish Wainright (27157795),Ish Wainright,27157795,PF/C/F/UTIL,3600,PHX@LAL 03/22/2023 10:00PM ET,PHX,10.81,L,10.81,10
SG,Jaylen Nowell (27157792),Jaylen Nowell,27157792,SG/G/UTIL,3600,ATL@MIN 03/22/2023 08:00PM ET,MIN,18.84,L,18.84,10
PF/C,Maxi Kleber (27157784),Maxi Kleber,27157784,PF/C/F/UTIL,3600,GSW@DAL 03/22/2023 07:30PM ET,DAL,15.42,L,15.42,10
PG/SG,Coby White (27157788),Coby White,27157788,PG/SG/G/UTIL,3600,PHI@CHI 03/22/2023 08:00PM ET,CHI,17.73,L,17.73,10
SG/SF,Terrence Ross (27157814),Terrence Ross,27157814,SG/SF/F/G/UTIL,3500,PHX@LAL 03/22/2023 10:00PM ET,PHX,14.91,L,14.91,10
PG/SG,Shake Milton (27157819),Shake Milton,27157819,PG/SG/G/UTIL,3500,PHI@CHI 03/22/2023 08:00PM ET,PHI,16.61,L,16.61,10
PG,Jevon Carter (27157811),Jevon Carter,27157811,PG/G/UTIL,3500,SAS@MIL 03/22/2023 08:00PM ET,MIL,17.68,L,17.68,10
C,Dwight Powell (27157809),Dwight Powell,27157809,C/UTIL,3500,GSW@DAL 03/22/2023 07:30PM ET,DAL,15.38,L,15.38,10
SG/SF,AJ Griffin (27157823),AJ Griffin,27157823,SG/SF/F/G/UTIL,3500,ATL@MIN 03/22/2023 08:00PM ET,ATL,14.94,L,14.94,10
SF,Danuel House Jr. (27157843),Danuel House Jr.,27157843,SF/F/UTIL,3400,PHI@CHI 03/22/2023 08:00PM ET,PHI,8.39,B,8.39,10
PG/SG,George Hill (27157828),George Hill,27157828,PG/SG/G/UTIL,3400,IND@TOR 03/22/2023 07:30PM ET,IND,12.37,B,12.37,10
SG/SF,Josh Christopher (27157838),Josh Christopher,27157838,SG/SF/F/G/UTIL,3400,HOU@MEM 03/22/2023 08:00PM ET,HOU,9.34,B,9.34,10
PG,Ty Jerome (27157832),Ty Jerome,27157832,PG/G/UTIL,3400,GSW@DAL 03/22/2023 07:30PM ET,GSW,15.17,O,15.17,10
PG,Ayo Dosunmu (27157835),Ayo Dosunmu,27157835,PG/G/UTIL,3400,PHI@CHI 03/22/2023 08:00PM ET,CHI,18.21,L,18.21,10
PF,Chris Boucher (27157846),Chris Boucher,27157846,PF/F/UTIL,3300,IND@TOR 03/22/2023 07:30PM ET,TOR,20.22,L,20.22,10
PF/C,Dominick Barlow (27157858),Dominick Barlow,27157858,PF/C/F/UTIL,3300,SAS@MIL 03/22/2023 08:00PM ET,SAS,8.57,L,10.284,10
PF,P.J. Tucker (27157866),P.J. Tucker,27157866,PF/F/UTIL,3300,PHI@CHI 03/22/2023 08:00PM ET,PHI,11.28,B,11.28,10
PG/SG,Nickeil Alexander-Walker (27157852),Nickeil Alexander-Walker,27157852,PG/SG/G/UTIL,3300,ATL@MIN 03/22/2023 08:00PM ET,MIN,13.7,B,13.7,10
C,Usman Garuba (27157869),Usman Garuba,27157869,C/UTIL,3300,HOU@MEM 03/22/2023 08:00PM ET,HOU,11.76,B,11.76,10
C,JaMychal Green (27157856),JaMychal Green,27157856,C/UTIL,3300,GSW@DAL 03/22/2023 07:30PM ET,GSW,14.13,B,14.13,10
PF/C,Jeff Green (27157862),Jeff Green,27157862,PF/C/F/UTIL,3300,DEN@WAS 03/22/2023 07:00PM ET,DEN,13.77,B,13.77,10
PG,McKinley Wright IV (27157849),McKinley Wright IV,27157849,PG/G/UTIL,3300,GSW@DAL 03/22/2023 07:30PM ET,DAL,9.48,B,9.48,10
SG,Johnny Davis (27157877),Johnny Davis,27157877,SG/G/UTIL,3200,DEN@WAS 03/22/2023 07:00PM ET,WAS,3.82,B,3.82,10
C,Precious Achiuwa (27157875),Precious Achiuwa,27157875,C/UTIL,3200,IND@TOR 03/22/2023 07:30PM ET,TOR,20.15,B,20.15,10
C,Paul Reed (27157903),Paul Reed,27157903,C/UTIL,3200,PHI@CHI 03/22/2023 08:00PM ET,PHI,10.81,B,10.81,10
SG/SF,Quentin Grimes (27157887),Quentin Grimes,27157887,SG/SF/F/G/UTIL,3200,NYK@MIA 03/22/2023 07:30PM ET,NYK,18.79,B,18.79,10
PG,Jordan McLaughlin (27157880),Jordan McLaughlin,27157880,PG/G/UTIL,3200,ATL@MIN 03/22/2023 08:00PM ET,MIN,12.36,B,12.36,10
SF/PF,Haywood Highsmith (27157871),Haywood Highsmith,27157871,SF/PF/F/UTIL,3200,NYK@MIA 03/22/2023 07:30PM ET,MIA,12.12,B,12.12,10
SF/PF,David Roddy (27157883),David Roddy,27157883,SF/PF/F/UTIL,3200,HOU@MEM 03/22/2023 08:00PM ET,MEM,12.33,B,17.262,12
PF,Oshae Brissett (27157892),Oshae Brissett,27157892,PF/F/UTIL,3200,IND@TOR 03/22/2023 07:30PM ET,IND,12.59,B,12.59,10
SG,Daishen Nix (27157909),Daishen Nix,27157909,SG/G/UTIL,3200,HOU@MEM 03/22/2023 08:00PM ET,HOU,11.48,B,11.48,10
SG,Moses Moody (27157900),Moses Moody,27157900,SG/G/UTIL,3200,GSW@DAL 03/22/2023 07:30PM ET,GSW,8.73,B,8.73,10
SG/SF,Christian Braun (27157895),Christian Braun,27157895,SG/SF/F/G/UTIL,3200,DEN@WAS 03/22/2023 07:00PM ET,DEN,9.57,B,9.57,10
PF/C,Derrick Jones Jr. (27157905),Derrick Jones Jr.,27157905,PF/C/F/UTIL,3200,PHI@CHI 03/22/2023 08:00PM ET,CHI,10.61,B,10.61,10
PG,Jordan Goodwin (27157916),Jordan Goodwin,27157916,PG/G/UTIL,3100,DEN@WAS 03/22/2023 07:00PM ET,WAS,15.6,B,15.6,10
PG/SG,Will Barton (27157912),Will Barton,27157912,PG/SG/G/UTIL,3100,IND@TOR 03/22/2023 07:30PM ET,TOR,14.38,B,14.38,10
C,Gorgui Dieng (27157939),Gorgui Dieng,27157939,C/UTIL,3100,SAS@MIL 03/22/2023 08:00PM ET,SAS,9.46,B,9.46,10
SF/PF,Nassir Little (27157932),Nassir Little,27157932,SF/PF/F/UTIL,3100,POR@UTA 03/22/2023 09:00PM ET,POR,12.55,O,12.55,10
PF,Georges Niang (27157936),Georges Niang,27157936,PF/F/UTIL,3100,PHI@CHI 03/22/2023 08:00PM ET,PHI,14.5,B,14.5,10
SG/SF,John Konchar (27157923),John Konchar,27157923,SG/SF/F/G/UTIL,3100,HOU@MEM 03/22/2023 08:00PM ET,MEM,15.52,B,15.52,10
SF/PF,Anthony Lamb (27157928),Anthony Lamb,27157928,SF/PF/F/UTIL,3100,GSW@DAL 03/22/2023 07:30PM ET,GSW,15.74,B,15.74,10
PG/SG,Alex Caruso (27157919),Alex Caruso,27157919,PG/SG/G/UTIL,3100,PHI@CHI 03/22/2023 08:00PM ET,CHI,18.15,B,18.15,10
PG/SG,Kendrick Nunn (27157984),Kendrick Nunn,27157984,PG/SG/G/UTIL,3000,DEN@WAS 03/22/2023 07:00PM ET,WAS,10.87,B,10.87,10
SF/PF,Anthony Gill (27157988),Anthony Gill,27157988,SF/PF/F/UTIL,3000,DEN@WAS 03/22/2023 07:00PM ET,WAS,6.35,B,6.35,10
PG,Quenton Jackson (27157992),Quenton Jackson,27157992,PG/G/UTIL,3000,DEN@WAS 03/22/2023 07:00PM ET,WAS,2.75,B,2.75,10
PF/C,Isaiah Todd (27157995),Isaiah Todd,27157995,PF/C/F/UTIL,3000,DEN@WAS 03/22/2023 07:00PM ET,WAS,0.5,B,0.5,10
C,Taj Gibson (27157999),Taj Gibson,27157999,C/UTIL,3000,DEN@WAS 03/22/2023 07:00PM ET,WAS,7.93,B,7.93,10
C,Jay Huff (27158001),Jay Huff,27158001,C/UTIL,3000,DEN@WAS 03/22/2023 07:00PM ET,WAS,3.88,B,3.88,10
SF/PF,Xavier Cooks (27158003),Xavier Cooks,27158003,SF/PF/F/UTIL,3000,DEN@WAS 03/22/2023 07:00PM ET,WAS,2,B,2,10
PF,Juan Toscano-Anderson (27158052),Juan Toscano-Anderson,27158052,PF/F/UTIL,3000,POR@UTA 03/22/2023 09:00PM ET,UTA,7.48,B,7.48,10
C,Damian Jones (27158055),Damian Jones,27158055,C/UTIL,3000,POR@UTA 03/22/2023 09:00PM ET,UTA,7.96,B,7.96,10
PF,Jarrell Brantley (27158057),Jarrell Brantley,27158057,PF/F/UTIL,3000,POR@UTA 03/22/2023 09:00PM ET,UTA,0,B,0,10
SG,Johnny Juzang (27158060),Johnny Juzang,27158060,SG/G/UTIL,3000,POR@UTA 03/22/2023 09:00PM ET,UTA,7.5,B,7.5,10
C,Micah Potter (27158063),Micah Potter,27158063,C/UTIL,3000,POR@UTA 03/22/2023 09:00PM ET,UTA,3.58,B,3.58,10
PF,Thaddeus Young (27157957),Thaddeus Young,27157957,PF/F/UTIL,3000,IND@TOR 03/22/2023 07:30PM ET,TOR,12.22,B,12.22,10
PG/SG,Jeff Dowtin (27157960),Jeff Dowtin,27157960,PG/SG/G/UTIL,3000,IND@TOR 03/22/2023 07:30PM ET,TOR,5.54,B,5.54,10
PG,Malachi Flynn (27157964),Malachi Flynn,27157964,PG/G/UTIL,3000,IND@TOR 03/22/2023 07:30PM ET,TOR,9.67,B,9.67,10
PG/SF,Joe Wieskamp (27157967),Joe Wieskamp,27157967,PG/SF/F/G/UTIL,3000,IND@TOR 03/22/2023 07:30PM ET,TOR,2.8,B,2.8,10
C,Christian Koloko (27157972),Christian Koloko,27157972,C/UTIL,3000,IND@TOR 03/22/2023 07:30PM ET,TOR,10.15,B,10.15,10
PF,Ron Harper Jr. (27157974),Ron Harper Jr.,27157974,PF/F/UTIL,3000,IND@TOR 03/22/2023 07:30PM ET,TOR,3.38,B,3.38,10
PF,Otto Porter Jr. (27157977),Otto Porter Jr.,27157977,PF/F/UTIL,3000,IND@TOR 03/22/2023 07:30PM ET,TOR,12.84,B,12.84,10
PG/SG,Dalano Banton (27157980),Dalano Banton,27157980,PG/SG/G/UTIL,3000,IND@TOR 03/22/2023 07:30PM ET,TOR,9.52,O,9.52,10
C,Khem Birch (27158282),Khem Birch,27158282,C/UTIL,3000,SAS@MIL 03/22/2023 08:00PM ET,SAS,5.06,O,5.06,10
PF/C,Jabari Walker (27158241),Jabari Walker,27158241,PF/C/F/UTIL,3000,POR@UTA 03/22/2023 09:00PM ET,POR,6.39,B,6.39,10
PG,Ryan Arcidiacono (27158245),Ryan Arcidiacono,27158245,PG/G/UTIL,3000,POR@UTA 03/22/2023 09:00PM ET,POR,3.17,B,3.17,10
C,John Butler (27158248),John Butler,27158248,C/UTIL,3000,POR@UTA 03/22/2023 09:00PM ET,POR,1.56,B,1.56,10
SF/PF,Kevin Knox II (27158250),Kevin Knox II,27158250,SF/PF/F/UTIL,3000,POR@UTA 03/22/2023 09:00PM ET,POR,9.59,B,9.59,10
SG/SF,Keon Johnson (27158254),Keon Johnson,27158254,SG/SF/F/G/UTIL,3000,POR@UTA 03/22/2023 09:00PM ET,POR,7.82,B,7.82,10
C,Ibou Badji (27158259),Ibou Badji,27158259,C/UTIL,3000,POR@UTA 03/22/2023 09:00PM ET,POR,0,O,0,10
SF,Justise Winslow (27158261),Justise Winslow,27158261,SF/F/UTIL,3000,POR@UTA 03/22/2023 09:00PM ET,POR,20.46,O,20.46,10
SG,Damion Lee (27158212),Damion Lee,27158212,SG/G/UTIL,3000,PHX@LAL 03/22/2023 10:00PM ET,PHX,15.56,B,15.56,10
PF/C,Darius Bazley (27158215),Darius Bazley,27158215,PF/C/F/UTIL,3000,PHX@LAL 03/22/2023 10:00PM ET,PHX,13.2,B,13.2,10
SF/PF,T.J. Warren (27158219),T.J. Warren,27158219,SF/PF/F/UTIL,3000,PHX@LAL 03/22/2023 10:00PM ET,PHX,13.5,B,13.5,10
PG,Saben Lee (27158223),Saben Lee,27158223,PG/G/UTIL,3000,PHX@LAL 03/22/2023 10:00PM ET,PHX,12.26,B,12.26,10
SG,Furkan Korkmaz (27158264),Furkan Korkmaz,27158264,SG/G/UTIL,3000,PHI@CHI 03/22/2023 08:00PM ET,PHI,6.34,B,6.34,10
PF,Louis King (27158267),Louis King,27158267,PF/F/UTIL,3000,PHI@CHI 03/22/2023 08:00PM ET,PHI,0,B,0,10
PG,Mac McClung (27158270),Mac McClung,27158270,PG/G/UTIL,3000,PHI@CHI 03/22/2023 08:00PM ET,PHI,0,B,0,10
C,Dewayne Dedmon (27158273),Dewayne Dedmon,27158273,C/UTIL,3000,PHI@CHI 03/22/2023 08:00PM ET,PHI,11.76,B,11.76,10
SG,Jaden Springer (27158275),Jaden Springer,27158275,SG/G/UTIL,3000,PHI@CHI 03/22/2023 08:00PM ET,PHI,4.98,B,4.98,10
SF/PF,Jalen McDaniels (27158278),Jalen McDaniels,27158278,SF/PF/F/UTIL,3000,PHI@CHI 03/22/2023 08:00PM ET,PHI,20.5,B,20.5,10
PG/SG,Derrick Rose (27158151),Derrick Rose,27158151,PG/SG/G/UTIL,3000,NYK@MIA 03/22/2023 07:30PM ET,NYK,10.87,B,10.87,10
SF,Evan Fournier (27158155),Evan Fournier,27158155,SF/F/UTIL,3000,NYK@MIA 03/22/2023 07:30PM ET,NYK,13.34,B,13.34,10
PG/SG,Miles McBride (27158158),Miles McBride,27158158,PG/SG/G/UTIL,3000,NYK@MIA 03/22/2023 07:30PM ET,NYK,7.83,B,7.83,10
PF/C,Jericho Sims (27158162),Jericho Sims,27158162,PF/C/F/UTIL,3000,NYK@MIA 03/22/2023 07:30PM ET,NYK,11.71,B,11.71,10
PF/C,Obi Toppin (27158166),Obi Toppin,27158166,PF/C/F/UTIL,3000,NYK@MIA 03/22/2023 07:30PM ET,NYK,11.97,B,11.97,10
SF,DaQuan Jeffries (27158170),DaQuan Jeffries,27158170,SF/F/UTIL,3000,NYK@MIA 03/22/2023 07:30PM ET,NYK,0,B,0,10
SF,Trevor Keels (27158173),Trevor Keels,27158173,SF/F/UTIL,3000,NYK@MIA 03/22/2023 07:30PM ET,NYK,3,B,3,10
SF,Josh Minott (27158112),Josh Minott,27158112,SF/F/UTIL,3000,ATL@MIN 03/22/2023 08:00PM ET,MIN,7.45,B,7.45,10
SG/SF,Wendell Moore Jr. (27158115),Wendell Moore Jr.,27158115,SG/SF/F/G/UTIL,3000,ATL@MIN 03/22/2023 08:00PM ET,MIN,4.12,B,4.12,10
C,Nathan Knight (27158120),Nathan Knight,27158120,C/UTIL,3000,ATL@MIN 03/22/2023 08:00PM ET,MIN,6.82,B,6.82,10
SG/SF,Matt Ryan (27158122),Matt Ryan,27158122,SG/SF/F/G/UTIL,3000,ATL@MIN 03/22/2023 08:00PM ET,MIN,6.11,B,6.11,10
C,Luka Garza (27158127),Luka Garza,27158127,C/UTIL,3000,ATL@MIN 03/22/2023 08:00PM ET,MIN,11.14,B,11.14,10
PG/SG,Austin Rivers (27158129),Austin Rivers,27158129,PG/SG/G/UTIL,3000,ATL@MIN 03/22/2023 08:00PM ET,MIN,10.49,B,10.49,10
SG/SF,Wesley Matthews (27158090),Wesley Matthews,27158090,SG/SF/F/G/UTIL,3000,SAS@MIL 03/22/2023 08:00PM ET,MIL,8.32,B,8.32,10
PG,AJ Green (27158095),AJ Green,27158095,PG/G/UTIL,3000,SAS@MIL 03/22/2023 08:00PM ET,MIL,7.56,B,7.56,10
SF,Marjon Beauchamp (27158098),Marjon Beauchamp,27158098,SF/F/UTIL,3000,SAS@MIL 03/22/2023 08:00PM ET,MIL,9.94,B,9.94,10
PG,Lindell Wigginton (27158101),Lindell Wigginton,27158101,PG/G/UTIL,3000,SAS@MIL 03/22/2023 08:00PM ET,MIL,1,B,1,10
PF,Thanasis Antetokounmpo (27158104),Thanasis Antetokounmpo,27158104,PF/F/UTIL,3000,SAS@MIL 03/22/2023 08:00PM ET,MIL,2.25,B,2.25,10
C,Meyers Leonard (27158107),Meyers Leonard,27158107,C/UTIL,3000,SAS@MIL 03/22/2023 08:00PM ET,MIL,7.29,O,7.29,10
PG,Goran Dragic (27158109),Goran Dragic,27158109,PG/G/UTIL,3000,SAS@MIL 03/22/2023 08:00PM ET,MIL,12.65,O,12.65,10
C,Udonis Haslem (27157941),Udonis Haslem,27157941,C/UTIL,3000,NYK@MIA 03/22/2023 07:30PM ET,MIA,2.83,B,2.83,10
PF,Duncan Robinson (27157943),Duncan Robinson,27157943,PF/F/UTIL,3000,NYK@MIA 03/22/2023 07:30PM ET,MIA,11.34,B,11.34,10
SG,Jamal Cain (27157946),Jamal Cain,27157946,SG/G/UTIL,3000,NYK@MIA 03/22/2023 07:30PM ET,MIA,9.55,B,9.55,10
C,Orlando Robinson (27157949),Orlando Robinson,27157949,C/UTIL,3000,NYK@MIA 03/22/2023 07:30PM ET,MIA,11.47,B,11.47,10
C,Omer Yurtseven (27157951),Omer Yurtseven,27157951,C/UTIL,3000,NYK@MIA 03/22/2023 07:30PM ET,MIA,4.5,B,4.5,10
C,Nikola Jovic (27157953),Nikola Jovic,27157953,C/UTIL,3000,NYK@MIA 03/22/2023 07:30PM ET,MIA,10.18,B,10.18,10
C,Cody Zeller (27157955),Cody Zeller,27157955,C/UTIL,3000,NYK@MIA 03/22/2023 07:30PM ET,MIA,10.78,O,10.78,10
C,Kenneth Lofton Jr. (27158133),Kenneth Lofton Jr.,27158133,C/UTIL,3000,HOU@MEM 03/22/2023 08:00PM ET,MEM,5.67,B,5.67,10
SG/SF,Ziaire Williams (27158135),Ziaire Williams,27158135,SG/SF/F/G/UTIL,3000,HOU@MEM 03/22/2023 08:00PM ET,MEM,9.72,O,9.72,10
PG,Kennedy Chandler (27158140),Kennedy Chandler,27158140,PG/G/UTIL,3000,HOU@MEM 03/22/2023 08:00PM ET,MEM,6.69,B,6.69,10
PF,Jake LaRavia (27158143),Jake LaRavia,27158143,PF/F/UTIL,3000,HOU@MEM 03/22/2023 08:00PM ET,MEM,7.26,B,7.26,10
C,Brandon Clarke (27158146),Brandon Clarke,27158146,C/UTIL,3000,HOU@MEM 03/22/2023 08:00PM ET,MEM,21.03,B,21.03,10
SG,Vince Williams Jr. (27158148),Vince Williams Jr.,27158148,SG/G/UTIL,3000,HOU@MEM 03/22/2023 08:00PM ET,MEM,3.07,O,3.07,10
SG/SF,Lonnie Walker IV (27158007),Lonnie Walker IV,27158007,SG/SF/F/G/UTIL,3000,PHX@LAL 03/22/2023 10:00PM ET,LAL,18.68,B,18.68,10
SG,Max Christie (27158012),Max Christie,27158012,SG/G/UTIL,3000,PHX@LAL 03/22/2023 10:00PM ET,LAL,7.57,B,7.57,10
PF,Cole Swider (27158015),Cole Swider,27158015,PF/F/UTIL,3000,PHX@LAL 03/22/2023 10:00PM ET,LAL,4.21,B,4.21,10
SG/SF,Davon Reed (27158018),Davon Reed,27158018,SG/SF/F/G/UTIL,3000,PHX@LAL 03/22/2023 10:00PM ET,LAL,5.64,B,5.64,10
PG,Scotty Pippen Jr. (27158023),Scotty Pippen Jr.,27158023,PG/G/UTIL,3000,PHX@LAL 03/22/2023 10:00PM ET,LAL,4.58,B,4.58,10
C,Mo Bamba (27158026),Mo Bamba,27158026,C/UTIL,3000,PHX@LAL 03/22/2023 10:00PM ET,LAL,16.77,O,16.77,10
PF/C,James Johnson (27158176),James Johnson,27158176,PF/C/F/UTIL,3000,IND@TOR 03/22/2023 07:30PM ET,IND,6.8,B,6.8,10
C,Daniel Theis (27158180),Daniel Theis,27158180,C/UTIL,3000,IND@TOR 03/22/2023 07:30PM ET,IND,15.07,B,15.07,10
PG,Trevelin Queen (27158182),Trevelin Queen,27158182,PG/G/UTIL,3000,IND@TOR 03/22/2023 07:30PM ET,IND,8.96,B,8.96,10
SF,Kendall Brown (27158185),Kendall Brown,27158185,SF/F/UTIL,3000,IND@TOR 03/22/2023 07:30PM ET,IND,4.67,B,4.67,10
C,Boban Marjanovic (27158311),Boban Marjanovic,27158311,C/UTIL,3000,HOU@MEM 03/22/2023 08:00PM ET,HOU,5.84,B,5.84,10
PF/C,Frank Kaminsky III (27158313),Frank Kaminsky III,27158313,PF/C/F/UTIL,3000,HOU@MEM 03/22/2023 08:00PM ET,HOU,6.18,B,6.18,10
PF,Darius Days (27158317),Darius Days,27158317,PF/F/UTIL,3000,HOU@MEM 03/22/2023 08:00PM ET,HOU,6.88,B,6.88,10
PG,Trevor Hudgins (27158320),Trevor Hudgins,27158320,PG/G/UTIL,3000,HOU@MEM 03/22/2023 08:00PM ET,HOU,2.8,B,2.8,10
PG,TyTy Washington Jr. (27158323),TyTy Washington Jr.,27158323,PG/G/UTIL,3000,HOU@MEM 03/22/2023 08:00PM ET,HOU,9.72,B,9.72,10
PG,Lester Quinones (27158226),Lester Quinones,27158226,PG/G/UTIL,3000,GSW@DAL 03/22/2023 07:30PM ET,GSW,0,B,0,10
PF,Patrick Baldwin Jr. (27158229),Patrick Baldwin Jr.,27158229,PF/F/UTIL,3000,GSW@DAL 03/22/2023 07:30PM ET,GSW,7.65,B,7.65,10
PF,Andre Iguodala (27158232),Andre Iguodala,27158232,PF/F/UTIL,3000,GSW@DAL 03/22/2023 07:30PM ET,GSW,9.59,O,9.59,10
PG,Gary Payton II (27158235),Gary Payton II,27158235,PG/G/UTIL,3000,GSW@DAL 03/22/2023 07:30PM ET,GSW,11.68,O,11.68,10
PG,Ryan Rollins (27158238),Ryan Rollins,27158238,PG/G/UTIL,3000,GSW@DAL 03/22/2023 07:30PM ET,GSW,3.71,B,3.71,10
C,DeAndre Jordan (27158188),DeAndre Jordan,27158188,C/UTIL,3000,DEN@WAS 03/22/2023 07:00PM ET,DEN,13.33,B,13.33,10
PG,Ish Smith (27158190),Ish Smith,27158190,PG/G/UTIL,3000,DEN@WAS 03/22/2023 07:00PM ET,DEN,7.42,B,7.42,10
C,Thomas Bryant (27158193),Thomas Bryant,27158193,C/UTIL,3000,DEN@WAS 03/22/2023 07:00PM ET,DEN,20.14,B,20.14,10
SF/PF,Vlatko Cancar (27158195),Vlatko Cancar,27158195,SF/PF/F/UTIL,3000,DEN@WAS 03/22/2023 07:00PM ET,DEN,11.71,B,11.71,10
SG,Peyton Watson (27158199),Peyton Watson,27158199,SG/G/UTIL,3000,DEN@WAS 03/22/2023 07:00PM ET,DEN,2.54,B,2.54,10
PF,Jack White (27158202),Jack White,27158202,PF/F/UTIL,3000,DEN@WAS 03/22/2023 07:00PM ET,DEN,2.73,B,2.73,10
PF/C,Zeke Nnaji (27158205),Zeke Nnaji,27158205,PF/C/F/UTIL,3000,DEN@WAS 03/22/2023 07:00PM ET,DEN,9.92,B,9.92,10
PG,Collin Gillespie (27158209),Collin Gillespie,27158209,PG/G/UTIL,3000,DEN@WAS 03/22/2023 07:00PM ET,DEN,0,O,0,10
PG/SG,Frank Ntilikina (27158028),Frank Ntilikina,27158028,PG/SG/G/UTIL,3000,GSW@DAL 03/22/2023 07:30PM ET,DAL,6.19,B,6.19,10
SG/SF,Justin Holiday (27158032),Justin Holiday,27158032,SG/SF/F/G/UTIL,3000,GSW@DAL 03/22/2023 07:30PM ET,DAL,9.31,B,9.31,10
SF,Theo Pinson (27158037),Theo Pinson,27158037,SF/F/UTIL,3000,GSW@DAL 03/22/2023 07:30PM ET,DAL,4.68,B,4.68,10
PF,Davis Bertans (27158040),Davis Bertans,27158040,PF/F/UTIL,3000,GSW@DAL 03/22/2023 07:30PM ET,DAL,7.53,B,7.53,10
SG,AJ Lawson (27158043),AJ Lawson,27158043,SG/G/UTIL,3000,GSW@DAL 03/22/2023 07:30PM ET,DAL,4.08,B,4.08,10
C,JaVale McGee (27158046),JaVale McGee,27158046,C/UTIL,3000,GSW@DAL 03/22/2023 07:30PM ET,DAL,8.6,B,8.6,10
PF/C,Markieff Morris (27158048),Markieff Morris,27158048,PF/C/F/UTIL,3000,GSW@DAL 03/22/2023 07:30PM ET,DAL,7.95,B,7.95,10
C,Andre Drummond (27158065),Andre Drummond,27158065,C/UTIL,3000,PHI@CHI 03/22/2023 08:00PM ET,CHI,16.41,B,16.41,10
PG,Carlik Jones (27158067),Carlik Jones,27158067,PG/G/UTIL,3000,PHI@CHI 03/22/2023 08:00PM ET,CHI,4.62,B,4.62,10
PF/C,Terry Taylor (27158070),Terry Taylor,27158070,PF/C/F/UTIL,3000,PHI@CHI 03/22/2023 08:00PM ET,CHI,5.37,B,5.37,10
SF,Dalen Terry (27158074),Dalen Terry,27158074,SF/F/UTIL,3000,PHI@CHI 03/22/2023 08:00PM ET,CHI,4.03,B,4.03,10
PF/C,Marko Simonovic (27158077),Marko Simonovic,27158077,PF/C/F/UTIL,3000,PHI@CHI 03/22/2023 08:00PM ET,CHI,0,B,0,10
PF,Javonte Green (27158081),Javonte Green,27158081,PF/F/UTIL,3000,PHI@CHI 03/22/2023 08:00PM ET,CHI,13.27,B,13.27,10
PG,Lonzo Ball (27158084),Lonzo Ball,27158084,PG/G/UTIL,3000,PHI@CHI 03/22/2023 08:00PM ET,CHI,0,B,0,10
PF,Justin Lewis (27158087),Justin Lewis,27158087,PF/F/UTIL,3000,PHI@CHI 03/22/2023 08:00PM ET,CHI,0,B,0,10
PG,Aaron Holiday (27158284),Aaron Holiday,27158284,PG/G/UTIL,3000,ATL@MIN 03/22/2023 08:00PM ET,ATL,8.72,B,8.72,10
SG/SF,Garrison Mathews (27158287),Garrison Mathews,27158287,SG/SF/F/G/UTIL,3000,ATL@MIN 03/22/2023 08:00PM ET,ATL,8.42,B,8.42,10
SG/SF,Trent Forrest (27158292),Trent Forrest,27158292,SG/SF/F/G/UTIL,3000,ATL@MIN 03/22/2023 08:00PM ET,ATL,7.54,B,7.54,10
PG,Vit Krejci (27158297),Vit Krejci,27158297,PG/G/UTIL,3000,ATL@MIN 03/22/2023 08:00PM ET,ATL,3.22,B,3.22,10
SF,Tyrese Martin (27158300),Tyrese Martin,27158300,SF/F/UTIL,3000,ATL@MIN 03/22/2023 08:00PM ET,ATL,1.88,B,1.88,10
SF,Donovan Williams (27158303),Donovan Williams,27158303,SF/F/UTIL,3000,ATL@MIN 03/22/2023 08:00PM ET,ATL,0,B,0,10
C,Bruno Fernando (27158306),Bruno Fernando,27158306,C/UTIL,3000,ATL@MIN 03/22/2023 08:00PM ET,ATL,11.27,B,11.27,10
PF,Jalen Johnson (27158308),Jalen Johnson,27158308,PF/F/UTIL,3000,ATL@MIN 03/22/2023 08:00PM ET,ATL,13.31,O,13.31,10
