Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PG/SG,Donovan Mitchell (26680628),Donovan Mitchell,26680628,PG/SG/G/UTIL,8700,SAS@CLE 02/13/2023 07:00PM ET,CLE,43.47
C,Karl-Anthony Towns (26680632),Karl-Anthony Towns,26680632,C/UTIL,8600,MIN@DAL 02/13/2023 08:30PM ET,MIN,41.71
PF,Jimmy Butler (26680634),Jimmy Butler,26680634,PF/F/UTIL,8500,DEN@MIA 02/13/2023 07:30PM ET,MIA,41.21
SG/SF,Zach LaVine (26680637),Zach LaVine,26680637,SG/SF/F/G/UTIL,8400,ORL@CHI 02/13/2023 08:00PM ET,CHI,38.31
SF/PF,DeMar DeRozan (26680642),DeMar DeRozan,26680642,SF/PF/F/UTIL,8300,ORL@CHI 02/13/2023 08:00PM ET,CHI,41.19
PG/SG,Jamal Murray (26680650),Jamal Murray,26680650,PG/SG/G/UTIL,8200,DEN@MIA 02/13/2023 07:30PM ET,DEN,36.72
SF/PF,Kyle Kuzma (26680646),Kyle Kuzma,26680646,SF/PF/F/UTIL,8200,WAS@GSW 02/13/2023 10:00PM ET,WAS,38.82
PG,Darius Garland (26680656),Darius Garland,26680656,PG/G/UTIL,8100,SAS@CLE 02/13/2023 07:00PM ET,CLE,40.21
C,Alperen Sengun (26680654),Alperen Sengun,26680654,C/UTIL,8100,HOU@PHI 02/13/2023 07:00PM ET,HOU,35.08
PG,Spencer Dinwiddie (26680664),Spencer Dinwiddie,26680664,PG/G/UTIL,8000,BKN@NYK 02/13/2023 07:30PM ET,BKN,32.24
SG/SF,Klay Thompson (26680659),Klay Thompson,26680659,SG/SF/F/G/UTIL,8000,WAS@GSW 02/13/2023 10:00PM ET,GSW,33.22
SG,Cam Thomas (26680671),Cam Thomas,26680671,SG/G/UTIL,7900,BKN@NYK 02/13/2023 07:30PM ET,BKN,16.01
PG/SG,Josh Giddey (26680667),Josh Giddey,26680667,PG/SG/G/UTIL,7900,NOP@OKC 02/13/2023 08:00PM ET,OKC,37.14
SG,Brandon Ingram (26680674),Brandon Ingram,26680674,SG/G/UTIL,7800,NOP@OKC 02/13/2023 08:00PM ET,NOP,37.88
PG/SG,Jordan Poole (26680677),Jordan Poole,26680677,PG/SG/G/UTIL,7800,WAS@GSW 02/13/2023 10:00PM ET,GSW,33.11
PG,CJ McCollum (26680681),CJ McCollum,26680681,PG/G/UTIL,7700,NOP@OKC 02/13/2023 08:00PM ET,NOP,38.64
PF/C,Christian Wood (26680684),Christian Wood,26680684,PF/C/F/UTIL,7700,MIN@DAL 02/13/2023 08:30PM ET,DAL,33.90
SG,Bradley Beal (26680688),Bradley Beal,26680688,SG/G/UTIL,7600,WAS@GSW 02/13/2023 10:00PM ET,WAS,37.33
PG,Kevin Porter Jr. (26680691),Kevin Porter Jr.,26680691,PG/G/UTIL,7600,HOU@PHI 02/13/2023 07:00PM ET,HOU,37.41
PG/SG,Terry Rozier (26680697),Terry Rozier,26680697,PG/SG/G/UTIL,7500,ATL@CHA 02/13/2023 07:00PM ET,CHA,37.32
SG,Tyler Herro (26680694),Tyler Herro,26680694,SG/G/UTIL,7400,DEN@MIA 02/13/2023 07:30PM ET,MIA,37.28
PF/C,Evan Mobley (26680701),Evan Mobley,26680701,PF/C/F/UTIL,7400,SAS@CLE 02/13/2023 07:00PM ET,CLE,34.74
SF/PF,Paolo Banchero (26680711),Paolo Banchero,26680711,SF/PF/F/UTIL,7300,ORL@CHI 02/13/2023 08:00PM ET,ORL,36.28
C,Myles Turner (26680705),Myles Turner,26680705,C/UTIL,7300,UTA@IND 02/13/2023 07:00PM ET,IND,35.85
PG/SG,D'Angelo Russell (26680707),D'Angelo Russell,26680707,PG/SG/G/UTIL,7300,LAL@POR 02/13/2023 10:00PM ET,LAL,34.12
C,Nicolas Claxton (26680718),Nicolas Claxton,26680718,C/UTIL,7200,BKN@NYK 02/13/2023 07:30PM ET,BKN,33.65
PG,Russell Westbrook (26680715),Russell Westbrook,26680715,PG/G/UTIL,7200,UTA@IND 02/13/2023 07:00PM ET,UTA,37.38
PF,Aaron Gordon (26680720),Aaron Gordon,26680720,PF/F/UTIL,7100,DEN@MIA 02/13/2023 07:30PM ET,DEN,33.40
SF/PF,Kelly Oubre Jr. (26680723),Kelly Oubre Jr.,26680723,SF/PF/F/UTIL,7000,ATL@CHA 02/13/2023 07:00PM ET,CHA,32.85
PF,Jerami Grant (26680727),Jerami Grant,26680727,PF/F/UTIL,7000,LAL@POR 02/13/2023 10:00PM ET,POR,33.14
SF,Keldon Johnson (26680730),Keldon Johnson,26680730,SF/F/UTIL,6900,SAS@CLE 02/13/2023 07:00PM ET,SAS,33.62
PG/SG,Jalen Green (26680733),Jalen Green,26680733,PG/SG/G/UTIL,6900,HOU@PHI 02/13/2023 07:00PM ET,HOU,34.10
C,Jarrett Allen (26680737),Jarrett Allen,26680737,C/UTIL,6800,SAS@CLE 02/13/2023 07:00PM ET,CLE,33.53
PG/SG,Anfernee Simons (26680739),Anfernee Simons,26680739,PG/SG/G/UTIL,6800,LAL@POR 02/13/2023 10:00PM ET,POR,33.81
SG/SF,Buddy Hield (26680743),Buddy Hield,26680743,SG/SF/F/G/UTIL,6700,UTA@IND 02/13/2023 07:00PM ET,IND,31.84
PG/SG,Jordan Clarkson (26680748),Jordan Clarkson,26680748,PG/SG/G/UTIL,6700,UTA@IND 02/13/2023 07:00PM ET,UTA,33.66
SG,Mikal Bridges (26680756),Mikal Bridges,26680756,SG/G/UTIL,6600,BKN@NYK 02/13/2023 07:30PM ET,BKN,32.28
PF/C,Draymond Green (26680752),Draymond Green,26680752,PF/C/F/UTIL,6600,WAS@GSW 02/13/2023 10:00PM ET,GSW,30.64
C,Rudy Gobert (26680763),Rudy Gobert,26680763,C/UTIL,6500,MIN@DAL 02/13/2023 08:30PM ET,MIN,32.64
SF/PF,Andrew Wiggins (26680759),Andrew Wiggins,26680759,SF/PF/F/UTIL,6500,WAS@GSW 02/13/2023 10:00PM ET,GSW,31.08
SF,Michael Porter Jr. (26680765),Michael Porter Jr.,26680765,SF/F/UTIL,6400,DEN@MIA 02/13/2023 07:30PM ET,DEN,28.16
C,Jusuf Nurkic (26680768),Jusuf Nurkic,26680768,C/UTIL,6300,LAL@POR 02/13/2023 10:00PM ET,POR,33.11
SF,RJ Barrett (26680770),RJ Barrett,26680770,SF/F/UTIL,6200,BKN@NYK 02/13/2023 07:30PM ET,NYK,32.06
SG/SF,Franz Wagner (26680777),Franz Wagner,26680777,SG/SF/F/G/UTIL,6100,ORL@CHI 02/13/2023 08:00PM ET,ORL,31.38
PF/C,PJ Washington (26680773),PJ Washington,26680773,PF/C/F/UTIL,6100,ATL@CHA 02/13/2023 07:00PM ET,CHA,28.61
PG,Ben Simmons (26680789),Ben Simmons,26680789,PG/G/UTIL,6000,BKN@NYK 02/13/2023 07:30PM ET,BKN,27.41
SF/PF,Deni Avdija (26680782),Deni Avdija,26680782,SF/PF/F/UTIL,6000,WAS@GSW 02/13/2023 10:00PM ET,WAS,23.50
C,Clint Capela (26680792),Clint Capela,26680792,C/UTIL,5900,ATL@CHA 02/13/2023 07:00PM ET,ATL,31.76
SG,Devin Vassell (26680786),Devin Vassell,26680786,SG/G/UTIL,5900,SAS@CLE 02/13/2023 07:00PM ET,SAS,33.63
SF,Tim Hardaway Jr. (26680794),Tim Hardaway Jr.,26680794,SF/F/UTIL,5900,MIN@DAL 02/13/2023 08:30PM ET,DAL,23.67
PG,Markelle Fultz (26680797),Markelle Fultz,26680797,PG/G/UTIL,5800,ORL@CHI 02/13/2023 08:00PM ET,ORL,28.34
C,Jonas Valanciunas (26680800),Jonas Valanciunas,26680800,C/UTIL,5800,NOP@OKC 02/13/2023 08:00PM ET,NOP,30.75
C,Wendell Carter Jr. (26680802),Wendell Carter Jr.,26680802,C/UTIL,5700,ORL@CHI 02/13/2023 08:00PM ET,ORL,31.74
SF/PF,Saddiq Bey (26680804),Saddiq Bey,26680804,SF/PF/F/UTIL,5700,ATL@CHA 02/13/2023 07:00PM ET,ATL,25.96
PG,Mike Conley (26680808),Mike Conley,26680808,PG/G/UTIL,5700,MIN@DAL 02/13/2023 08:30PM ET,MIN,27.83
SG/SF,Josh Hart (26680811),Josh Hart,26680811,SG/SF/F/G/UTIL,5600,BKN@NYK 02/13/2023 07:30PM ET,NYK,28.07
C,Walker Kessler (26680819),Walker Kessler,26680819,C/UTIL,5600,UTA@IND 02/13/2023 07:00PM ET,UTA,23.66
PF,Dorian Finney-Smith (26680816),Dorian Finney-Smith,26680816,PF/F/UTIL,5500,BKN@NYK 02/13/2023 07:30PM ET,BKN,20.61
PG,Dennis Schroder (26680821),Dennis Schroder,26680821,PG/G/UTIL,5500,LAL@POR 02/13/2023 10:00PM ET,LAL,23.90
PG,Tre Jones (26680834),Tre Jones,26680834,PG/G/UTIL,5400,SAS@CLE 02/13/2023 07:00PM ET,SAS,29.10
SF/PF,Jalen Williams (26680824),Jalen Williams,26680824,SF/PF/F/UTIL,5400,NOP@OKC 02/13/2023 08:00PM ET,OKC,24.64
C,Daniel Gafford (26680832),Daniel Gafford,26680832,C/UTIL,5400,WAS@GSW 02/13/2023 10:00PM ET,WAS,19.49
SF/PF,KJ Martin (26680828),KJ Martin,26680828,SF/PF/F/UTIL,5400,HOU@PHI 02/13/2023 07:00PM ET,HOU,22.49
PF/C,John Collins (26680842),John Collins,26680842,PF/C/F/UTIL,5300,ATL@CHA 02/13/2023 07:00PM ET,ATL,28.21
PG/SF,Bruce Brown (26680837),Bruce Brown,26680837,PG/SF/F/G/UTIL,5300,DEN@MIA 02/13/2023 07:30PM ET,DEN,24.93
SF/PF,De'Andre Hunter (26680852),De'Andre Hunter,26680852,SF/PF/F/UTIL,5200,ATL@CHA 02/13/2023 07:00PM ET,ATL,24.93
C,Mitchell Robinson (26680846),Mitchell Robinson,26680846,C/UTIL,5200,BKN@NYK 02/13/2023 07:30PM ET,NYK,25.18
SF,Trey Murphy III (26680856),Trey Murphy III,26680856,SF/F/UTIL,5200,NOP@OKC 02/13/2023 08:00PM ET,NOP,23.46
PG/SG,Collin Sexton (26680863),Collin Sexton,26680863,PG/SG/G/UTIL,5200,UTA@IND 02/13/2023 07:00PM ET,UTA,22.66
SF/PF,Tobias Harris (26680848),Tobias Harris,26680848,SF/PF/F/UTIL,5200,HOU@PHI 02/13/2023 07:00PM ET,PHI,30.52
PG/SG,Tyrese Maxey (26680859),Tyrese Maxey,26680859,PG/SG/G/UTIL,5200,HOU@PHI 02/13/2023 07:00PM ET,PHI,30.94
SG/SF,Bogdan Bogdanovic (26680874),Bogdan Bogdanovic,26680874,SG/SF/F/G/UTIL,5100,ATL@CHA 02/13/2023 07:00PM ET,ATL,26.62
PF,Jeremy Sochan (26680867),Jeremy Sochan,26680867,PF/F/UTIL,5100,SAS@CLE 02/13/2023 07:00PM ET,SAS,21.90
PG/SG,Immanuel Quickley (26680870),Immanuel Quickley,26680870,PG/SG/G/UTIL,5100,BKN@NYK 02/13/2023 07:30PM ET,NYK,24.72
PF/C,Larry Nance Jr. (26680879),Larry Nance Jr.,26680879,PF/C/F/UTIL,5100,NOP@OKC 02/13/2023 08:00PM ET,NOP,21.56
PG,Monte Morris (26680883),Monte Morris,26680883,PG/G/UTIL,5100,WAS@GSW 02/13/2023 10:00PM ET,WAS,24.92
SG,Caris LeVert (26680904),Caris LeVert,26680904,SG/G/UTIL,5000,SAS@CLE 02/13/2023 07:00PM ET,CLE,25.26
PF,Herbert Jones (26680898),Herbert Jones,26680898,PF/F/UTIL,5000,NOP@OKC 02/13/2023 08:00PM ET,NOP,22.10
PG,T.J. McConnell (26680901),T.J. McConnell,26680901,PG/G/UTIL,5000,UTA@IND 02/13/2023 07:00PM ET,IND,20.62
SG/SF,Donte DiVincenzo (26680893),Donte DiVincenzo,26680893,SG/SF/F/G/UTIL,5000,WAS@GSW 02/13/2023 10:00PM ET,GSW,22.24
PF/C,Jabari Smith Jr. (26680889),Jabari Smith Jr.,26680889,PF/C/F/UTIL,5000,HOU@PHI 02/13/2023 07:00PM ET,HOU,25.55
PF,Rui Hachimura (26680886),Rui Hachimura,26680886,PF/F/UTIL,5000,LAL@POR 02/13/2023 10:00PM ET,LAL,21.68
SF/PF,Gordon Hayward (26680911),Gordon Hayward,26680911,SF/PF/F/UTIL,4900,ATL@CHA 02/13/2023 07:00PM ET,CHA,25.65
PG/SG,Victor Oladipo (26680915),Victor Oladipo,26680915,PG/SG/G/UTIL,4900,DEN@MIA 02/13/2023 07:30PM ET,MIA,24.86
SF/PF,Cameron Johnson (26680919),Cameron Johnson,26680919,SF/PF/F/UTIL,4900,BKN@NYK 02/13/2023 07:30PM ET,BKN,24.89
SF/PF,Josh Green (26680907),Josh Green,26680907,SF/PF/F/UTIL,4900,MIN@DAL 02/13/2023 08:30PM ET,DAL,17.17
PG/SG,Malaki Branham (26680927),Malaki Branham,26680927,PG/SG/G/UTIL,4800,SAS@CLE 02/13/2023 07:00PM ET,SAS,15.26
SG,Seth Curry (26680931),Seth Curry,26680931,SG/G/UTIL,4800,BKN@NYK 02/13/2023 07:30PM ET,BKN,18.31
SF/PF,Luguentz Dort (26680923),Luguentz Dort,26680923,SF/PF/F/UTIL,4800,NOP@OKC 02/13/2023 08:00PM ET,OKC,25.69
SF/PF,Kyle Anderson (26680934),Kyle Anderson,26680934,SF/PF/F/UTIL,4800,MIN@DAL 02/13/2023 08:30PM ET,MIN,23.94
PF/C,Kelly Olynyk (26680938),Kelly Olynyk,26680938,PF/C/F/UTIL,4800,UTA@IND 02/13/2023 07:00PM ET,UTA,25.59
SF,Caleb Martin (26680942),Caleb Martin,26680942,SF/F/UTIL,4700,DEN@MIA 02/13/2023 07:30PM ET,MIA,22.13
SF/PF,Royce O'Neale (26680948),Royce O'Neale,26680948,SF/PF/F/UTIL,4700,BKN@NYK 02/13/2023 07:30PM ET,BKN,24.84
PG,John Wall (26680945),John Wall,26680945,PG/G/UTIL,4700,HOU@PHI 02/13/2023 07:00PM ET,HOU,24.24
C,Chuma Okeke (26680957),Chuma Okeke,26680957,C/UTIL,4600,ORL@CHI 02/13/2023 08:00PM ET,ORL,15.36
PG,Kyle Lowry (26680959),Kyle Lowry,26680959,PG/G/UTIL,4600,DEN@MIA 02/13/2023 07:30PM ET,MIA,28.48
SG/SF,Bennedict Mathurin (26680952),Bennedict Mathurin,26680952,SG/SF/F/G/UTIL,4600,UTA@IND 02/13/2023 07:00PM ET,IND,25.56
PG/SG,Cole Anthony (26680965),Cole Anthony,26680965,PG/SG/G/UTIL,4500,ORL@CHI 02/13/2023 08:00PM ET,ORL,26.16
PG/SG,Gabe Vincent (26680969),Gabe Vincent,26680969,PG/SG/G/UTIL,4500,DEN@MIA 02/13/2023 07:30PM ET,MIA,18.5
C,Zach Collins (26680973),Zach Collins,26680973,C/UTIL,4500,SAS@CLE 02/13/2023 07:00PM ET,SAS,22.39
PF,Reggie Bullock (26680981),Reggie Bullock,26680981,PF/F/UTIL,4500,MIN@DAL 02/13/2023 08:30PM ET,DAL,16.08
C,Montrezl Harrell (26680975),Montrezl Harrell,26680975,C/UTIL,4500,HOU@PHI 02/13/2023 07:00PM ET,PHI,11.52
SG,Kentavious Caldwell-Pope (26680962),Kentavious Caldwell-Pope,26680962,SG/G/UTIL,4400,DEN@MIA 02/13/2023 07:30PM ET,DEN,22.40
C,Isaiah Hartenstein (26680986),Isaiah Hartenstein,26680986,C/UTIL,4400,BKN@NYK 02/13/2023 07:30PM ET,NYK,17.12
SF/PF,Naji Marshall (26680988),Naji Marshall,26680988,SF/PF/F/UTIL,4400,NOP@OKC 02/13/2023 08:00PM ET,NOP,20.40
PF/C,Naz Reid (26680977),Naz Reid,26680977,PF/C/F/UTIL,4400,MIN@DAL 02/13/2023 08:30PM ET,MIN,20.55
SF/PF,Keita Bates-Diop (26680999),Keita Bates-Diop,26680999,SF/PF/F/UTIL,4300,SAS@CLE 02/13/2023 07:00PM ET,SAS,15.31
C,Aleksej Pokusevski (26680984),Aleksej Pokusevski,26680984,C/UTIL,4300,NOP@OKC 02/13/2023 08:00PM ET,OKC,22.17
SF/PF,Kenrich Williams (26680995),Kenrich Williams,26680995,SF/PF/F/UTIL,4300,NOP@OKC 02/13/2023 08:00PM ET,OKC,19.16
C,Dwight Powell (26681013),Dwight Powell,26681013,C/UTIL,4300,MIN@DAL 02/13/2023 08:30PM ET,DAL,14.96
SG,Malik Beasley (26680992),Malik Beasley,26680992,SG/G/UTIL,4300,LAL@POR 02/13/2023 10:00PM ET,LAL,23.01
SG/SF,Quentin Grimes (26681015),Quentin Grimes,26681015,SG/SF/F/G/UTIL,4200,BKN@NYK 02/13/2023 07:30PM ET,NYK,20.05
PG,Delon Wright (26681003),Delon Wright,26681003,PG/G/UTIL,4200,WAS@GSW 02/13/2023 10:00PM ET,WAS,19.62
C,Kevon Looney (26681011),Kevon Looney,26681011,C/UTIL,4200,WAS@GSW 02/13/2023 10:00PM ET,GSW,23.45
SG/SF,De'Anthony Melton (26681006),De'Anthony Melton,26681006,SG/SF/F/G/UTIL,4200,HOU@PHI 02/13/2023 07:00PM ET,PHI,25
PF/C,Jarred Vanderbilt (26681020),Jarred Vanderbilt,26681020,PF/C/F/UTIL,4200,LAL@POR 02/13/2023 10:00PM ET,LAL,24.68
PG,Ayo Dosunmu (26681026),Ayo Dosunmu,26681026,PG/G/UTIL,4100,ORL@CHI 02/13/2023 08:00PM ET,CHI,19.48
SG/SF,Dyson Daniels (26681036),Dyson Daniels,26681036,SG/SF/F/G/UTIL,4100,NOP@OKC 02/13/2023 08:00PM ET,NOP,14.59
SF/PF,Jaden McDaniels (26681032),Jaden McDaniels,26681032,SF/PF/F/UTIL,4100,MIN@DAL 02/13/2023 08:30PM ET,MIN,22.82
PF,Aaron Nesmith (26681029),Aaron Nesmith,26681029,PF/F/UTIL,4100,UTA@IND 02/13/2023 07:00PM ET,IND,18.5
C,Drew Eubanks (26681024),Drew Eubanks,26681024,C/UTIL,4100,LAL@POR 02/13/2023 10:00PM ET,POR,16.58
SF/PF,Patrick Williams (26681043),Patrick Williams,26681043,SF/PF/F/UTIL,4000,ORL@CHI 02/13/2023 08:00PM ET,CHI,20.89
C,Mark Williams (26681041),Mark Williams,26681041,C/UTIL,4000,ATL@CHA 02/13/2023 07:00PM ET,CHA,17.62
PG,Reggie Jackson (26681056),Reggie Jackson,26681056,PG/G/UTIL,4000,ATL@CHA 02/13/2023 07:00PM ET,CHA,20.45
PG,Ricky Rubio (26681047),Ricky Rubio,26681047,PG/G/UTIL,4000,SAS@CLE 02/13/2023 07:00PM ET,CLE,16.85
PF,Tari Eason (26681050),Tari Eason,26681050,PF/F/UTIL,4000,HOU@PHI 02/13/2023 07:00PM ET,HOU,20.28
PG,Edmond Sumner (26681053),Edmond Sumner,26681053,PG/G/UTIL,3900,BKN@NYK 02/13/2023 07:30PM ET,BKN,13.06
SG/SF,Talen Horton-Tucker (26681059),Talen Horton-Tucker,26681059,SG/SF/F/G/UTIL,3900,UTA@IND 02/13/2023 07:00PM ET,UTA,16.30
C,Onyeka Okongwu (26681075),Onyeka Okongwu,26681075,C/UTIL,3800,ATL@CHA 02/13/2023 07:00PM ET,ATL,23.66
SG/SF,Max Strus (26681064),Max Strus,26681064,SG/SF/F/G/UTIL,3800,DEN@MIA 02/13/2023 07:30PM ET,MIA,22.46
SG,Romeo Langford (26681072),Romeo Langford,26681072,SG/G/UTIL,3800,SAS@CLE 02/13/2023 07:00PM ET,SAS,14.56
SG,Jaylen Nowell (26681069),Jaylen Nowell,26681069,SG/G/UTIL,3800,MIN@DAL 02/13/2023 08:30PM ET,MIN,19.20
PG,Patrick Beverley (26681093),Patrick Beverley,26681093,PG/G/UTIL,3700,ORL@CHI 02/13/2023 08:00PM ET,ORL,17.26
PG/SG,Coby White (26681096),Coby White,26681096,PG/SG/G/UTIL,3700,ORL@CHI 02/13/2023 08:00PM ET,CHI,16.69
SF/PF,Vlatko Cancar (26681077),Vlatko Cancar,26681077,SF/PF/F/UTIL,3700,DEN@MIA 02/13/2023 07:30PM ET,DEN,11.80
SG/SF,Isaac Okoro (26681088),Isaac Okoro,26681088,SG/SF/F/G/UTIL,3700,SAS@CLE 02/13/2023 07:00PM ET,CLE,13.71
C,Charles Bassey (26681100),Charles Bassey,26681100,C/UTIL,3700,SAS@CLE 02/13/2023 07:00PM ET,SAS,14.95
SG,Isaiah Joe (26681085),Isaiah Joe,26681085,SG/G/UTIL,3700,NOP@OKC 02/13/2023 08:00PM ET,OKC,14.91
C,Guillermo Hernangomez (26681104),Guillermo Hernangomez,26681104,C/UTIL,3700,NOP@OKC 02/13/2023 08:00PM ET,NOP,16.38
PG/SG,Andrew Nembhard (26681081),Andrew Nembhard,26681081,PG/SG/G/UTIL,3700,UTA@IND 02/13/2023 07:00PM ET,IND,20.18
PG/SG,Jalen Suggs (26681110),Jalen Suggs,26681110,PG/SG/G/UTIL,3600,ORL@CHI 02/13/2023 08:00PM ET,ORL,21.02
C,Nick Richards (26681102),Nick Richards,26681102,C/UTIL,3600,ATL@CHA 02/13/2023 07:00PM ET,CHA,18.02
SF,Joe Harris (26681114),Joe Harris,26681114,SF/F/UTIL,3600,BKN@NYK 02/13/2023 07:30PM ET,BKN,16.80
PF/C,Dario Saric (26681120),Dario Saric,26681120,PF/C/F/UTIL,3600,NOP@OKC 02/13/2023 08:00PM ET,OKC,13.81
SG,Jaden Hardy (26681117),Jaden Hardy,26681117,SG/G/UTIL,3600,MIN@DAL 02/13/2023 08:30PM ET,DAL,10.30
PF/C,Jonathan Kuminga (26681106),Jonathan Kuminga,26681106,PF/C/F/UTIL,3600,WAS@GSW 02/13/2023 10:00PM ET,GSW,16.30
PG,Dennis Smith Jr. (26681124),Dennis Smith Jr.,26681124,PG/G/UTIL,3500,ATL@CHA 02/13/2023 07:00PM ET,CHA,21.33
C,Bruno Fernando (26681152),Bruno Fernando,26681152,C/UTIL,3500,ATL@CHA 02/13/2023 07:00PM ET,ATL,12.5
PG/SG,Devonte' Graham (26681133),Devonte' Graham,26681133,PG/SG/G/UTIL,3500,SAS@CLE 02/13/2023 07:00PM ET,SAS,12.95
PF/C,Jericho Sims (26681129),Jericho Sims,26681129,PF/C/F/UTIL,3500,BKN@NYK 02/13/2023 07:30PM ET,NYK,12.24
C,Day'Ron Sharpe (26681137),Day'Ron Sharpe,26681137,C/UTIL,3500,BKN@NYK 02/13/2023 07:30PM ET,BKN,10.54
C,Jeremiah Robinson-Earl (26681150),Jeremiah Robinson-Earl,26681150,C/UTIL,3500,NOP@OKC 02/13/2023 08:00PM ET,OKC,18.76
PG/SF,Jae'Sean Tate (26681145),Jae'Sean Tate,26681145,PG/SF/F/G/UTIL,3500,HOU@PHI 02/13/2023 07:00PM ET,HOU,17.60
PG/SG,Austin Reaves (26681141),Austin Reaves,26681141,PG/SG/G/UTIL,3500,LAL@POR 02/13/2023 10:00PM ET,LAL,19.42
PF,Troy Brown Jr. (26681181),Troy Brown Jr.,26681181,PF/F/UTIL,3500,LAL@POR 02/13/2023 10:00PM ET,LAL,16.02
C,Moritz Wagner (26681127),Moritz Wagner,26681127,C/UTIL,3400,ORL@CHI 02/13/2023 08:00PM ET,ORL,22.13
SG/SF,Christian Braun (26681154),Christian Braun,26681154,SG/SF/F/G/UTIL,3400,DEN@MIA 02/13/2023 07:30PM ET,DEN,9.50
SG/SF,Cedi Osman (26681176),Cedi Osman,26681176,SG/SF/F/G/UTIL,3400,SAS@CLE 02/13/2023 07:00PM ET,CLE,15.77
SF/PF,Stanley Johnson (26681188),Stanley Johnson,26681188,SF/PF/F/UTIL,3400,SAS@CLE 02/13/2023 07:00PM ET,SAS,14.32
SF,Aaron Wiggins (26681173),Aaron Wiggins,26681173,SF/F/UTIL,3400,NOP@OKC 02/13/2023 08:00PM ET,OKC,13.94
SF/PF,Taurean Prince (26681184),Taurean Prince,26681184,SF/PF/F/UTIL,3400,MIN@DAL 02/13/2023 08:30PM ET,MIN,15.79
SG/SF,Chris Duarte (26681168),Chris Duarte,26681168,SG/SF/F/G/UTIL,3400,UTA@IND 02/13/2023 07:00PM ET,IND,14.51
SG/SF,Corey Kispert (26681163),Corey Kispert,26681163,SG/SF/F/G/UTIL,3400,WAS@GSW 02/13/2023 10:00PM ET,WAS,16.87
SG/SF,Danny Green (26681192),Danny Green,26681192,SG/SF/F/G/UTIL,3400,HOU@PHI 02/13/2023 07:00PM ET,HOU,6.33
C,Trendon Watford (26681139),Trendon Watford,26681139,C/UTIL,3400,LAL@POR 02/13/2023 10:00PM ET,POR,12.88
PG/SG,Shaedon Sharpe (26681159),Shaedon Sharpe,26681159,PG/SG/G/UTIL,3400,LAL@POR 02/13/2023 10:00PM ET,POR,13.00
