Name,Pos,Rating,Team,Fantasy Points,FPPG,FPPM,3/28,3/27,3/26,3/25,3/24,3/23,3/22,3/21,3/20,3/19,3/18,3/17,3/16,3/15,3/14,3/13,3/12,3/11,3/10,3/9,3/8,3/7,3/6,3/5,3/4,3/3,3/2,3/1,2/28,2/27,2/26,2/25,2/24,2/23,2/22,2/21,2/20,2/19,2/18,2/17,2/16,2/15,2/14,2/13,2/12,2/11,2/10,2/9,2/8,2/7,2/6,2/5,2/4,2/3,2/2,2/1,1/31,1/30,1/29,1/28,1/27,1/26,1/25,1/24,1/23,1/22,1/21,1/20,1/19,1/18,1/17,1/16,1/15,1/14,1/13,1/12,1/11,1/10,1/9,1/8,1/7,1/6,1/5,1/4,1/3,1/2,1/1,12/31,12/30,12/29,12/28,12/27,12/26,12/25,12/24,12/23,12/22,12/21,12/20,12/19,12/18,12/17,12/16,12/15,12/14,12/13,12/12,12/11,12/10,12/9,12/8,12/7,12/6,12/5,12/4,12/3,12/2,12/1,11/30,11/29,11/28,11/27,11/26,11/25,11/24,11/23,11/22,11/21,11/20,11/19,11/18,11/17,11/16,11/15,11/14,11/13,11/12,11/11,11/10,11/9,11/8,11/7,11/6,11/5,11/4,11/3,11/2,11/1,10/31,10/30,10/29,10/28,10/27,10/26,10/25,10/24,10/23,10/22,10/21,10/20,10/19,10/18
"Obi Toppin","PF",75,"NY",709.8,11.6,0.8,0,21,0,0,0,8,10,0,5,0,6,0,0,0,15,0,10,0,0,9,0,3,0,8,0,8,0,5,0,14,0,7,6,0,0,0,0,0,0,0,0,13,0,6,0,2,0,0,0,12,0,9,11,0,10,0,9,0,0,4,0,8,0,15,0,20,0,14,0,6,0,10,9,0,3,0,13,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,15,0,0,11,15,0,14,0,7,0,0,0,12,5,0,8,0,10,24,0,12,0,20,0,13,0,36,0,19,20,0,16,0,0,13,0,19,0,17,0,18,0,0,28,0,6,0
"Jalen Smith","PF",75,"IND",1223.15,19.1,1,0,18,0,25,2,0,8,0,21,0,20,0,29,0,0,18,0,0,0,10,0,0,21,0,0,0,0,0,25,0,0,26,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,17,0,0,1,0,0,17,18,0,0,0,2,0,19,24,0,18,0,0,12,0,0,0,28,0,29,0,17,0,9,0,17,0,0,0,35,0,22,0,0,15,0,15,0,22,0,13,0,18,12,0,0,0,35,18,0,21,0,33,0,19,37,0,16,0,12,0,14,0,20,47,0,22,0,0,0,25,0,0,13,0,34,0,0,2,0,0,0,12,0,26,23,0,33,0,37,0,46,4,0,30,0
"Aaron Nesmith","PF",72,"IND",1255.05,18.7,0.8,0,11,0,19,7,0,21,0,12,0,38,0,33,0,0,34,0,0,0,25,0,0,0,0,0,0,3,0,18,0,0,10,0,18,0,0,0,0,0,0,0,39,0,29,0,12,0,0,14,0,0,8,0,34,38,0,0,0,24,0,16,0,1,19,0,0,13,18,0,11,0,8,0,17,0,0,0,0,0,33,0,22,0,24,0,17,0,26,0,28,0,15,18,0,0,0,0,31,0,0,40,0,21,0,14,0,29,0,17,12,0,14,0,9,20,0,23,0,19,0,27,10,0,20,0,8,0,23,0,24,1,0,4,0,0,0,18,0,0,11,0,0,0,0,0,0,0,0,0,0,0,30,0,17,0,13,0,14,19,0,10,0
"Josh Green","SF",74,"DAL",883.7,15.8,0.6,0,8,4,0,8,0,24,0,16,0,0,12,0,37,0,39,0,0,0,0,3,13,0,3,0,0,14,0,18,0,15,0,0,17,0,0,0,0,0,0,0,8,0,18,0,34,0,0,27,0,41,0,20,0,24,0,0,19,0,21,0,22,0,23,0,8,0,22,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,33,0,22,0,11,0,20,0,15,9,0,0,6,0,0,28,0,10,0,13,1,0,0,11,0,8,14,0,25,0,0,12,0,8,0,0,10,20,0,19,0,4,0,0,6,0,0,12,0
"Udoka Azubuike","C",73,"UTA",207.05,6.9,1,0,0,0,10,26,0,10,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,14,0,6,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,10,0,1,0,4,0,3,0,0,0,0,0,0,0,0,0,0,6,0,1,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0
"Saben Lee","PG",72,"PHO",231,10.5,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,18,11,0,19,0,5,0,15,0,0,0,17,0,6,22,0,30,0,0,19,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tre Jones","PG",73,"SA",1728.95,28.3,1,0,0,29,0,36,0,0,34,0,26,0,28,0,23,0,0,0,0,0,0,0,0,0,0,19,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,5,0,27,0,22,0,15,26,0,30,0,0,23,0,0,25,0,36,0,29,0,47,0,33,0,33,35,0,29,0,21,0,32,0,33,0,33,27,0,0,38,25,0,0,34,0,26,0,0,24,0,30,0,26,0,38,0,0,0,21,0,33,0,28,0,0,0,57,32,0,25,0,0,17,25,0,25,0,25,0,0,0,32,0,35,0,42,0,16,34,0,29,0,0,24,0,28,0,28,0,34,0,25,32,0,27,0
"Kenyon Martin Jr.","SF",76,"HOU",1732.25,22.8,0.8,0,30,20,0,18,0,43,0,22,14,0,22,0,30,0,33,0,0,0,31,0,14,0,23,34,0,0,27,25,0,31,0,41,0,0,0,0,0,0,0,0,16,0,27,0,0,0,0,26,0,30,0,16,34,0,33,0,0,0,35,0,26,36,0,23,0,28,0,0,25,0,29,36,0,11,0,29,0,0,21,0,0,16,27,0,11,0,13,0,8,0,23,13,0,0,21,0,31,0,19,0,24,0,15,0,12,0,25,0,0,11,0,0,19,0,23,9,0,8,0,25,0,9,44,0,0,0,0,21,0,24,0,16,0,15,0,17,0,0,25,0,39,0,24,0,0,8,0,38,12,0,16,0,29,0,16,0,23,21,0,13,0
"Lauri Markkanen","PF",79,"UTA",2707.25,41.6,1.2,0,39,0,0,0,0,61,0,0,0,48,0,0,0,0,59,0,0,0,42,0,51,0,0,0,36,0,0,46,0,0,35,0,59,0,0,0,0,0,0,0,0,0,46,0,47,0,0,32,0,33,0,0,42,0,51,0,0,0,40,0,0,32,0,48,0,0,42,0,61,0,0,0,0,50,0,0,50,0,36,43,0,65,0,39,0,0,51,42,0,56,0,55,0,0,0,30,0,51,37,0,27,0,43,0,39,0,0,0,0,0,0,0,0,0,39,50,0,38,0,47,0,32,33,0,26,0,47,0,42,52,0,0,30,0,28,28,0,0,45,0,31,37,0,55,0,21,0,60,0,45,32,0,40,0,22,56,0,51,0,33,0
"Justin Holiday","SF",73,"DAL",373.1,8.7,0.6,0,6,2,0,0,0,9,0,0,0,0,13,0,0,0,16,0,0,0,0,4,27,0,13,0,0,1,0,8,0,16,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,7,0,0,0,4,0,0,0,0,0,0,0,0,7,0,8,2,0,2,0,10,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1,0,5,0,0,2,0,0,0,4,0,10,12,0,16,0,10,0,0,7,0,16,0,11,8,0,9,0,0,5,0,16,0,13,0
"Kevon Harris","SG",68,"ORL",231.75,7.5,0.6,0,0,0,0,0,0,0,4,0,6,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,16,0,2,2,0,8,0,0,0,0,7,0,2,0,6,0,0,0,12,4,0,11,0,7,0,0,0,0,0,0,14,0,2,0,0,11,0,7,0,0,0,0,0,0,7,0,7,0,20,0,1,0,17,0,4,0,4,0,0,0,9,1,0,0,0
"Dalano Banton","PG",71,"TOR",252.65,9.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,0,4,0,0,0,3,0,0,0,4,0,0,21,0,6,0,0,0,0,0,0,0,0,0,0,0,10,0,48,0,21,14,0,17,0,13,0,0,1,0,16,0,7,0,0,8,0,4,0,5,0,5,5,0,6,0
"Thomas Bryant","C",75,"DEN",1107.8,19.4,1.1,0,0,0,1,0,0,5,0,0,0,6,0,7,0,0,0,0,0,0,0,11,0,9,0,0,7,0,0,22,0,10,15,0,8,0,0,0,0,0,0,0,13,0,12,0,0,0,0,0,13,0,0,3,0,21,0,10,31,0,10,0,0,18,23,0,55,0,22,0,16,0,17,15,0,0,21,0,0,33,0,51,40,0,34,0,42,0,0,46,0,21,39,0,14,0,25,0,39,0,27,33,0,34,0,0,5,0,11,0,4,0,32,31,0,10,0,4,0,26,0,5,0,21,0,0,0,12,0,27,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Edmond Sumner","PG",74,"BKN",634.35,12.9,0.9,0,0,0,13,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,36,0,40,0,0,6,0,6,0,11,0,34,3,0,0,3,0,2,0,0,19,0,12,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,2,0,9,0,0,10,0,19,0,0,17,0,2,0,0,0,9,0,41,10,0,12,0,0,0,0,13,0,14,0,1,3,0,0,0,12,7,0,0,0,0,1,0,24,0,16,26,0,0,31,0,10,0,16,19,0,0,14,7,0,0,0,11,12,0,1,0,0,0,0,10,0
"PJ Dozier","PG",73,"SAC",21.9,2.2,1,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Landry Shamet","SG",72,"PHO",575.95,16.5,0.8,0,8,0,5,6,0,27,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,21,0,17,0,26,0,16,0,0,0,0,0,0,0,47,0,28,0,0,45,25,0,11,0,13,0,28,0,18,0,4,0,9,0,17,15,0,9,0,20,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,2,0,15,9,0,0,8,0,17,0,11,0,0,5,0,13,0,0,0,0,0
"Kenneth Lofton Jr.","PF",68,"MEM",127.1,7.1,1.3,0,0,0,0,24,0,13,0,0,0,3,22,0,17,0,5,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0
"Ömer Yurtseven","C",76,"MIA",25.4,4.2,0.7,0,0,0,4,0,0,0,0,0,3,4,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DeMar DeRozan","SF",88,"CHI",2723,40,1.1,0,41,43,0,0,0,10,0,45,0,53,80,0,46,0,0,0,0,0,0,41,0,0,32,0,44,0,39,18,0,44,0,31,0,0,0,0,0,0,0,0,0,0,32,0,25,0,0,0,0,28,0,49,0,35,0,30,0,0,49,0,40,0,45,42,0,0,0,48,0,0,0,0,0,0,0,0,0,22,0,47,30,0,38,0,64,0,36,38,0,71,0,51,0,0,56,0,44,36,0,47,0,25,0,44,0,0,63,46,0,0,41,0,0,30,0,33,0,44,0,42,0,0,47,0,59,0,46,0,0,48,0,43,0,0,26,0,0,0,43,0,28,30,0,62,0,28,32,0,0,32,37,0,25,0,39,0,23,49,0,64,0
"Robin Lopez","C",76,"CLE",175.15,5.2,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,15,3,0,12,0,0,0,12,4,0,0,0,1,0,0,7,0,0,0,2,0,0,4,0,0,0,2,0,0,4,0,0,0,0,0,0,14,19,0,0,0,0
"Thaddeus Young","PF",75,"TOR",642.55,11.9,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,7,0,0,29,0,0,0,11,0,11,0,11,8,0,0,0,0,10,16,0,8,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,6,0,0,23,0,0,6,0,0,0,6,0,16,0,16,14,0,10,0,12,0,0,10,0,13,0,14,0,17,0,9,2,0,6,0,22,0,20,0,0,33,0,0,0,42,0,0,24,0,25,0,27,9,0,16,0,4,19,0,1,0,14,0,0,0,0,2,0,0,0,0,0,10,2,0,5,0
"Patty Mills","PG",71,"BKN",396.4,10.2,0.7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,17,0,0,9,0,31,0,11,0,13,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,14,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,7,0,6,0,0,6,0,7,0,6,9,0,0,2,0,1,0,15,12,0,0,11,2,0,8,0,7,5,0,11,0,0,11,0,19,0
"John Wall","PG",79,"HOU",826.4,24.3,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,13,0,16,0,32,0,0,0,14,0,14,0,16,0,0,31,0,0,0,0,13,0,0,0,22,0,26,0,0,19,0,23,0,23,0,0,40,0,13,0,0,37,0,0,23,0,28,0,17,0,30,0,40,0,7,0,31,0,0,25,0,0,30,0,0,28,0,28,0,16,0,0,20,0,0,31,0,24,0,26,0,0,25,0,0
"Bradley Beal","SG",88,"WAS",1861.55,37.2,1.1,0,0,0,0,0,0,0,31,0,0,25,42,0,0,60,0,23,0,0,0,45,53,0,48,45,0,28,0,52,0,37,0,34,0,0,0,0,0,0,0,56,0,0,44,0,49,0,0,45,0,0,0,0,40,0,0,0,44,0,29,0,0,25,30,0,0,34,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,31,0,0,0,32,42,0,46,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,52,0,38,0,33,45,0,51,0,0,0,0,47,0,42,0,46,0,0,0,0,0,0,0,0,0,0,0,35,0,39,0,36,29,0,53,0,0,26,0,40,0,34,0,39,0
"Jimmy Butler","SF",94,"MIA",2396.35,39.9,1.2,0,0,0,26,0,0,62,0,0,49,33,0,0,47,0,52,0,0,0,0,46,0,49,0,44,55,0,25,0,58,0,41,26,0,0,0,0,0,0,0,0,25,0,53,0,46,0,0,42,0,0,0,49,0,25,0,39,0,44,0,49,0,0,0,0,35,0,22,0,31,0,47,0,22,0,33,0,62,0,41,0,38,0,44,0,24,0,0,44,0,51,0,0,0,0,36,0,0,0,0,0,44,0,56,0,0,39,0,37,0,52,0,0,37,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,48,0,43,0,64,0,0,42,0,0,0,0,0,44,0,0,33,0,59,34,0,42,0,36,36,0,41,0
"Austin Rivers","PG",74,"MIN",531.3,10.2,0.5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,5,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,1,0,27,0,15,0,5,11,0,5,0,22,0,8,0,0,0,0,16,0,12,12,0,24,0,0,5,0,9,0,21,0,19,0,4,1,0,11,0,24,0,0,3,0,34,0,28,22,0,35,0,8,0,7,0,0,16,0,11,0,0,0,6,0,0,11,0,8,9,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"JaMychal Green","PF",77,"GS",745.95,13.3,1,0,0,0,0,22,0,11,0,14,0,9,13,0,10,0,25,0,0,0,10,0,16,0,5,0,27,0,0,5,0,10,0,17,6,0,0,0,0,0,0,0,0,0,28,0,17,0,0,5,0,17,0,31,0,19,0,0,0,0,0,18,0,10,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,12,0,25,4,0,0,2,0,0,14,0,10,0,9,3,0,0,5,0,10,0,11,0,12,0,22,12,0,20,0,4,0,22,0,0,0,0,0,0,0,0,0,2,16,0,25,0,14,8,0,18,0,4,0,14,0,15,0,0,19
"Nicolas Claxton","C",77,"BKN",2295.5,32.8,1.1,0,0,32,40,0,32,0,30,0,34,0,0,40,0,32,0,37,0,0,0,0,46,0,33,0,25,0,24,35,0,36,0,25,0,0,0,0,0,0,0,0,18,0,22,0,22,0,0,0,44,46,0,47,0,0,21,0,28,0,44,0,50,47,0,0,50,0,35,47,0,44,0,41,0,0,30,0,0,0,33,0,37,0,29,0,22,0,40,0,0,42,0,20,0,0,42,0,32,0,0,23,0,42,0,0,0,25,0,0,0,0,31,0,0,33,0,33,0,22,0,41,28,0,38,0,43,23,0,0,0,0,23,0,8,0,13,43,0,0,23,0,37,0,39,36,0,0,27,44,0,25,0,15,18,0,28,0,0,44,0,31,0
"Gorgui Dieng","C",73,"SA",252.55,9.4,0.9,0,0,4,0,0,0,21,10,0,0,0,5,0,16,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,7,0,0,20,0,0,9,0,0,11,0,0,0,0,0,0,0,0,8,0,0,18,0,0,5,0,0,0,4,0,0,0,14,0,0,10,0
"Rudy Gobert","C",87,"MIN",2114.8,33,1.1,0,46,37,0,0,0,35,0,33,0,36,55,0,25,0,38,0,0,0,0,0,25,0,0,35,51,0,0,27,0,0,0,38,0,0,0,0,0,0,0,48,0,0,40,0,0,0,0,0,7,0,28,0,28,0,0,0,40,0,36,31,0,42,0,45,0,0,0,0,0,0,3,0,13,28,0,38,0,0,34,0,54,0,44,0,21,0,24,0,0,30,0,19,0,0,25,0,46,0,0,0,0,0,0,31,0,47,0,47,39,0,54,0,0,0,11,0,0,12,0,29,22,0,48,0,44,0,20,0,27,0,0,33,0,0,38,0,24,0,45,0,0,0,0,27,0,0,24,0,29,0,58,0,25,0,26,38,0,41,0,51,0
"P.J. Tucker","PF",76,"PHI",755,10.8,0.4,0,0,0,12,7,0,12,0,0,0,0,11,0,22,0,0,14,0,0,0,0,1,0,0,8,0,3,10,0,17,0,29,0,17,0,0,0,0,0,0,0,16,0,0,0,5,0,0,17,0,0,15,0,5,0,6,0,10,0,6,0,0,12,0,0,0,3,0,5,0,14,0,3,12,0,2,0,18,0,0,0,10,0,11,0,7,0,0,10,0,0,5,0,9,0,4,0,14,0,18,0,0,14,0,0,12,0,9,0,14,0,0,0,12,0,0,14,0,9,0,3,4,0,7,0,15,16,0,0,6,9,0,0,0,0,4,16,0,8,0,0,17,0,0,13,0,8,0,22,0,18,15,0,13,0,8,0,11,0,18,0,12
"Will Barton","SG",78,"TOR",723.9,13.9,0.8,0,0,6,0,18,0,9,0,0,5,8,0,4,0,5,0,0,0,0,0,0,0,7,0,9,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,24,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,8,0,11,21,0,0,39,0,42,0,0,0,0,13,0,0,10,0,13,0,5,0,22,15,0,16,0,34,0,0,11,0,1,0,9,0,0,19,15,0,31,0,0,13,25,0,13,0,21,0,14,8,0,17,0,0,32,0,19,0,15,0,21,0
"Seth Curry","SG",79,"BKN",881.8,16,0.8,0,0,0,0,0,1,0,1,0,16,0,0,19,0,13,0,16,0,0,9,0,19,0,8,0,15,0,16,0,0,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,11,0,8,0,20,0,0,42,0,0,21,0,20,25,0,28,0,30,0,0,12,0,0,0,21,0,14,0,33,0,26,0,17,0,0,3,0,0,0,0,10,0,26,0,0,5,0,1,0,0,0,8,0,0,17,0,36,0,0,1,0,10,0,11,0,11,38,0,25,0,0,24,0,25,0,0,3,0,17,0,0,31,0,0,34,0,3,0,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
"Raul Neto","PG",74,"CLE",317.05,7,0.7,0,0,0,0,0,0,0,0,0,0,0,8,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,34,0,5,1,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,3,0,9,0,15,0,20,0,7,0,12,0,0,0,0,0,0,0,6,0,0,0,5,0,2,0,0,0,0,0,0,12,5,0,0,2,0,0,0,0,0,0,0,8,9,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,7,0,1,0,7,0,0,7,18,0,0,0,0
"Christian Wood","PF",83,"DAL",1984.55,31.5,1.2,0,12,17,0,27,0,33,0,38,0,0,44,0,51,0,0,0,0,0,0,26,16,0,22,0,0,13,0,20,0,31,0,0,29,0,0,0,0,0,0,0,27,0,36,0,25,0,0,15,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,48,0,0,64,0,18,0,50,42,0,31,0,0,48,0,40,0,40,0,40,0,62,0,22,0,23,0,38,0,58,52,0,31,0,15,0,37,28,0,0,30,36,0,0,0,39,0,16,0,35,25,0,0,44,0,0,16,0,39,0,45,22,0,0,30,0,0,0,0,15,0,0,24,0,34,0,0,16,20,0,20,0,32,0,0,47,0,0,41,0
"Walker Kessler","C",70,"UTA",1787.6,25.2,1.1,0,45,0,52,24,0,21,0,32,0,38,0,0,0,0,21,0,0,0,36,0,0,0,40,0,32,0,0,37,0,0,39,0,47,0,0,0,0,0,0,0,33,0,19,0,27,0,0,36,0,33,0,0,13,0,53,0,0,0,42,0,0,16,0,23,0,0,13,0,38,0,57,0,37,41,0,0,24,0,38,13,0,20,0,20,0,0,27,22,0,21,0,12,0,0,0,36,0,26,25,0,11,0,29,0,38,0,0,26,16,0,37,0,0,0,24,40,0,17,0,5,0,8,19,0,22,0,7,0,13,9,0,0,21,0,18,7,0,0,27,0,24,14,0,17,0,0,0,0,0,0,0,0,8,0,4,25,0,22,0,29,0
"Sandro Mamukelashvili","PF",70,"SA",389,10.8,0.8,0,0,23,0,20,0,27,37,0,24,0,28,0,22,20,0,15,0,0,0,0,0,0,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,4,0,0,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,22,0,16,0,0,0,0,0,2,0,4,0,0,0,3,0,0,0,0,5,0,3,0,0,8,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
