Name,Pos,Rating,Team,Fantasy Points,FPPG,FPPM,3/28,3/27,3/26,3/25,3/24,3/23,3/22,3/21,3/20,3/19,3/18,3/17,3/16,3/15,3/14,3/13,3/12,3/11,3/10,3/9,3/8,3/7,3/6,3/5,3/4,3/3,3/2,3/1,2/28,2/27,2/26,2/25,2/24,2/23,2/22,2/21,2/20,2/19,2/18,2/17,2/16,2/15,2/14,2/13,2/12,2/11,2/10,2/9,2/8,2/7,2/6,2/5,2/4,2/3,2/2,2/1,1/31,1/30,1/29,1/28,1/27,1/26,1/25,1/24,1/23,1/22,1/21,1/20,1/19,1/18,1/17,1/16,1/15,1/14,1/13,1/12,1/11,1/10,1/9,1/8,1/7,1/6,1/5,1/4,1/3,1/2,1/1,12/31,12/30,12/29,12/28,12/27,12/26,12/25,12/24,12/23,12/22,12/21,12/20,12/19,12/18,12/17,12/16,12/15,12/14,12/13,12/12,12/11,12/10,12/9,12/8,12/7,12/6,12/5,12/4,12/3,12/2,12/1,11/30,11/29,11/28,11/27,11/26,11/25,11/24,11/23,11/22,11/21,11/20,11/19,11/18,11/17,11/16,11/15,11/14,11/13,11/12,11/11,11/10,11/9,11/8,11/7,11/6,11/5,11/4,11/3,11/2,11/1,10/31,10/30,10/29,10/28,10/27,10/26,10/25,10/24,10/23,10/22,10/21,10/20,10/19,10/18
"Lamar Stevens","SF",74,"CLE",645.75,11.3,0.6,17,0,7,0,0,4,0,1,0,0,0,17,0,9,18,0,21,0,0,0,13,0,19,0,15,0,0,0,0,0,4,0,23,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,0,2,0,0,0,7,0,0,0,7,0,11,8,0,2,0,0,5,10,0,10,0,9,0,4,0,6,0,25,0,11,0,10,0,3,0,8,0,10,0,19,0,0,10,0,0,12,0,0,0,0,0,0,4,0,36,0,3,0,29,17,0,0,14,0,19,0,12,0,0,0,0,0,0,0,0,13,0,11,19,0,11,0,25,0,0,24,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Derrick White","SG",77,"BOS",1842.7,24.2,0.9,16,0,39,0,47,0,0,52,0,0,26,24,0,26,0,19,0,0,0,0,37,0,19,29,0,26,0,16,0,27,0,25,0,24,0,0,0,0,0,0,0,32,0,0,43,0,0,0,36,0,42,0,0,26,0,36,0,0,0,26,0,30,0,40,27,0,17,0,7,0,0,35,0,8,0,30,24,0,21,0,37,0,15,0,25,0,23,0,0,28,0,24,0,25,0,32,0,16,0,0,21,0,15,0,0,12,5,0,14,0,0,25,0,26,9,0,24,0,25,0,29,26,0,30,0,16,0,9,0,0,41,0,40,0,33,0,26,20,0,26,0,12,0,12,20,0,20,0,0,14,0,15,0,0,0,12,0,42,26,0,0,13
"Jaylin Williams","PF",69,"OKC",667.9,15.2,0.8,16,0,17,0,14,28,0,11,0,20,0,0,9,0,22,0,28,0,0,0,9,28,0,5,0,19,0,25,9,0,11,0,26,21,0,0,0,0,0,0,0,32,0,6,0,0,0,0,0,38,11,0,19,0,0,16,0,29,0,0,19,0,0,0,0,2,0,14,0,5,0,0,15,0,0,20,0,0,0,0,0,0,0,5,25,0,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
"Josh Richardson","SG",77,"NO",1251.25,21.2,0.9,15,17,0,18,0,12,0,19,0,12,0,17,0,0,6,0,37,0,0,0,17,0,0,0,0,0,0,7,0,17,0,33,0,25,0,0,0,0,0,0,0,20,0,31,0,0,0,0,35,0,23,0,0,26,0,36,0,0,0,0,0,0,19,0,18,0,0,29,0,0,21,0,32,0,24,0,25,0,33,0,34,21,0,31,0,21,0,15,0,23,0,15,0,0,0,16,22,0,0,0,0,0,0,0,21,0,29,0,20,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,0,18,0,12,22,0,0,11,0,19,0,30,0,13,9,0,15,0,0,0,0,29,0,38,0,16,0,19,34,0,3,0
"Caleb Martin","PF",75,"MIA",1359.9,20.9,0.7,15,0,0,22,0,0,12,0,0,32,13,0,0,20,0,19,0,0,0,0,11,0,33,0,24,21,0,10,0,17,0,14,31,0,0,0,0,0,0,0,0,27,0,14,0,23,0,0,39,0,0,0,32,0,13,0,35,0,21,0,28,0,0,5,0,11,0,17,0,19,0,19,0,0,0,0,0,0,0,0,0,0,0,16,0,9,0,0,0,0,27,0,19,0,0,15,0,0,0,0,0,0,0,14,16,0,20,0,24,0,35,0,9,17,0,0,11,0,19,0,0,43,0,28,0,49,0,25,23,0,28,0,33,0,36,0,19,0,19,0,0,19,0,0,15,0,16,10,0,0,20,0,13,38,0,0,0,18,14,0,21,0
"Kevin Love","PF",81,"MIA",1131.95,19.9,1,15,0,0,12,0,0,19,0,0,25,14,0,0,22,0,15,0,0,0,0,21,0,0,0,16,20,0,16,0,19,0,37,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,20,0,7,0,17,0,19,0,7,0,18,0,9,0,25,0,18,0,38,0,37,0,23,0,0,18,0,0,23,0,28,0,21,0,18,12,0,14,0,12,0,0,0,0,0,4,0,15,0,32,0,0,0,0,0,0,0,0,0,0,6,0,0,18,0,18,0,0,27,0,23,0,21,0,35,28,0,51,0,13,0,0,44,0,15,0,18,0,0,13,40,0,0,19,0
"De'Andre Hunter","SF",77,"ATL",1523.3,23.4,0.7,14,0,30,0,0,0,22,25,0,20,0,21,0,0,0,23,0,0,0,0,17,0,26,0,25,23,0,0,22,0,17,0,15,0,0,0,0,0,0,0,0,34,0,30,0,38,0,0,0,11,0,0,31,39,0,25,0,15,0,29,0,0,0,0,0,0,33,30,0,16,0,26,0,18,32,0,29,0,0,32,0,26,0,37,0,34,0,0,0,0,0,0,0,0,0,19,0,28,0,27,0,0,16,0,38,0,21,23,0,0,0,0,0,0,0,0,0,0,2,0,26,29,0,13,0,35,0,0,0,28,0,0,19,0,31,0,19,0,18,27,0,17,0,26,0,0,31,0,14,0,20,16,0,22,0,0,24,0,21,0,29,0
"Luke Kornet","C",69,"BOS",619.55,9.8,0.9,14,0,7,0,0,0,0,3,0,0,19,20,0,0,0,9,0,0,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,9,0,0,0,18,0,0,0,0,4,0,26,0,0,0,13,0,0,0,11,9,0,9,0,3,0,0,11,0,10,0,18,14,0,1,0,0,0,5,0,3,0,4,0,0,0,0,2,0,3,0,13,0,6,0,0,3,0,4,0,0,14,12,0,1,0,0,27,0,20,2,0,3,0,5,0,21,22,0,14,0,0,0,4,0,0,15,0,34,0,3,0,8,20,0,12,0,0,0,0,17,0,3,0,0,15,0,14,0,0,0,5,0,1,0,0,0,0
"Naji Marshall","SF",74,"NO",1340,18.9,0.8,13,20,0,14,0,26,0,13,0,16,0,17,0,0,15,0,13,0,0,0,25,0,14,0,0,19,0,15,0,17,0,16,0,15,0,0,0,0,0,0,0,7,0,17,0,0,0,0,0,13,0,33,8,0,19,0,9,0,21,22,0,0,18,0,0,0,0,0,0,24,0,21,0,0,31,0,34,0,29,0,39,41,0,29,0,15,0,21,21,0,22,0,38,0,0,32,15,0,0,4,0,20,0,26,0,14,0,29,0,25,0,30,0,0,22,0,27,0,0,0,0,0,0,14,0,12,0,23,0,0,17,0,4,19,0,0,9,0,4,14,0,4,0,2,0,0,27,0,0,35,0,38,0,0,18,0,14,0,4,0,12,0
"Ricky Rubio","PG",79,"CLE",402.9,14.4,0.8,13,0,7,0,0,10,0,11,0,0,0,19,0,0,23,0,15,0,0,0,15,0,0,0,24,0,0,10,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,19,0,16,0,0,20,0,0,24,0,0,28,0,24,0,15,0,0,21,0,7,0,0,17,0,0,17,0,3,0,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"John Konchar","SG",74,"MEM",1001.2,14.9,0.7,13,0,2,0,13,0,10,0,17,0,7,6,0,16,0,9,0,0,0,15,0,11,0,14,0,18,0,9,1,0,0,11,0,15,0,0,0,0,0,0,0,12,0,0,3,0,0,0,0,3,0,10,0,0,21,0,0,0,0,0,0,0,0,0,5,4,0,8,0,8,0,0,0,0,0,0,4,0,9,8,0,0,13,11,0,0,27,21,0,23,0,16,0,8,0,14,0,0,2,0,0,13,0,9,0,0,27,0,0,16,0,17,0,0,25,0,18,0,23,0,0,23,0,19,0,0,29,0,42,0,40,0,0,24,0,22,0,10,0,13,0,25,8,0,17,0,24,0,15,0,11,0,0,0,0,17,0,7,32,0,35,0
"Cody Zeller","C",77,"MIA",107.9,9.8,0.8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,8,0,15,4,0,10,0,10,0,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Victor Oladipo","SG",79,"MIA",815.3,20.9,0.8,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,15,0,0,0,0,18,0,34,0,12,12,0,18,0,20,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,24,0,7,0,0,21,0,28,0,25,0,21,0,31,0,35,0,37,0,34,0,28,0,33,0,27,0,28,0,45,0,0,17,0,18,0,0,11,0,0,27,0,0,23,0,0,27,0,17,0,19,0,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Admiral Schofield","PF",68,"ORL",269.8,8.2,0.7,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,18,0,4,0,0,0,0,0,0,15,0,20,21,0,6,0,6,0,0,7,0,2,0,17,0,14,0,17,0,0,4,0,8,12,0,0,0,0,0,16,0,6,1,0,13,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"Robert Williams III","C",86,"BOS",733.6,22.9,1,12,0,22,0,27,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,36,0,18,0,27,0,16,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,43,0,0,25,0,29,0,0,0,0,0,30,0,23,0,0,17,0,31,0,0,25,0,31,0,17,0,0,21,0,41,0,13,0,0,0,16,0,0,24,0,36,0,10,0,0,0,27,0,0,17,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sam Hauser","SF",72,"BOS",835,11.3,0.7,11,0,15,0,20,0,0,3,0,0,16,16,0,0,0,6,0,0,0,0,19,0,12,11,0,15,0,9,0,8,0,0,0,17,0,0,0,0,0,0,0,11,0,0,24,0,0,0,25,0,28,0,0,0,0,16,0,0,0,2,0,13,0,12,20,0,0,0,0,0,0,5,0,3,0,6,2,0,4,0,9,0,9,0,12,0,5,0,0,8,0,11,0,11,0,4,0,24,0,0,12,0,2,0,0,5,8,0,4,0,0,16,0,10,10,0,9,0,3,0,24,22,0,15,0,8,0,7,0,0,14,0,25,0,11,0,8,17,0,29,0,10,0,26,14,0,0,0,0,23,0,6,0,0,0,8,0,13,9,0,0,0
"Dyson Daniels","PG",72,"NO",686.5,12.7,0.7,11,18,0,4,0,8,0,10,0,12,0,-1,0,0,5,0,7,0,0,0,21,0,7,0,0,3,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,33,0,19,0,20,0,20,0,0,16,0,17,0,16,0,9,7,0,22,0,0,0,2,12,0,14,0,0,0,0,12,6,0,0,4,0,11,0,12,0,18,0,26,0,11,0,14,0,0,6,0,14,0,39,0,21,0,0,23,0,12,0,22,0,0,4,0,14,20,0,0,2,0,0,0,0,0,0,3,0,0,19,0,0,0,0,0,0,0,25,0,0,0,0,0,3,0
"Gabe Vincent","PG",74,"MIA",1042.3,16.8,0.6,10,0,0,9,0,0,25,0,0,10,10,0,0,16,0,33,0,0,0,0,4,0,15,0,16,14,0,8,0,21,0,10,4,0,0,0,0,0,0,0,0,29,0,26,0,28,0,0,28,0,0,0,17,0,19,0,14,0,14,0,14,0,0,13,0,9,0,14,0,28,0,22,0,45,0,46,0,23,0,7,0,16,0,6,0,9,0,15,6,0,20,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,14,0,0,0,0,0,0,9,0,0,0,0,0,0,26,0,21,0,26,0,23,0,0,26,0,0,25,0,20,21,0,0,6,0,17,19,0,13,0,22,22,0,4,0
"Payton Pritchard","PG",75,"BOS",390.25,8.5,0.7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,1,0,3,0,0,5,0,10,0,0,0,0,0,10,0,26,14,0,21,0,0,0,0,3,0,17,0,15,12,0,1,0,0,0,3,0,18,0,0,0,0,0,0,0,0,5,0,0,0,12,0,0,1,0,0,0,0,0,2,0,6,0,0,13,0,0,9,0,0,0,0,0,11,6,0,11,0,0,0,0,0,0,2,0,27,0,21,0,10,18,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,3,0,0,0,0
"Gary Harris","SG",75,"ORL",688.6,15.3,0.6,9,0,17,0,0,18,0,35,0,13,11,0,9,0,9,0,0,0,0,23,0,0,0,0,0,18,0,10,0,10,0,14,0,21,0,0,0,0,0,0,0,0,0,24,0,13,0,0,0,12,0,16,0,15,0,17,0,19,0,9,15,0,28,0,12,0,16,20,0,0,0,0,9,0,9,0,0,6,16,0,12,0,14,26,0,0,0,0,0,0,7,16,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,24,0,16,0,0,0,22,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jeff Dowtin Jr.","PG",66,"TOR",144.85,6.6,0.6,8,0,12,0,25,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,14,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jordan Goodwin","PG",65,"WAS",891.15,15.9,0.9,8,0,18,0,35,0,18,17,0,0,13,0,0,0,4,0,0,0,0,0,0,20,0,20,12,0,12,0,17,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,15,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,9,0,0,20,0,11,0,14,0,0,16,0,0,6,0,8,0,2,0,1,0,0,0,0,0,21,0,5,0,23,27,0,0,23,0,29,0,43,39,0,12,0,0,27,0,12,0,15,0,23,19,0,21,0,16,0,0,15,0,0,0,9,0,0,31,22,0,20,0,0,33,33,0,1,0,0,0,0,15,0,0,0,0,5,0,0,0,0,0,0,0
"Anthony Lamb","SF",69,"GS",860.8,15.1,0.8,8,0,8,0,3,0,21,0,17,0,16,17,0,0,0,0,0,0,0,0,0,0,0,17,0,14,11,0,17,0,22,0,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,9,0,15,0,0,0,0,17,6,0,0,18,24,0,25,0,0,11,0,0,48,0,0,23,0,33,0,0,14,0,20,11,0,23,0,0,0,17,9,0,8,0,15,0,4,22,0,0,2,0,0,15,0,20,0,5,12,0,0,21,0,2,0,7,0,18,0,20,1,0,7,0,20,0,30,7,0,17,0,0,0,13,0,0,29,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"Cedi Osman","SF",74,"CLE",1095.7,15.2,0.7,7,0,8,0,0,13,0,25,0,0,0,18,0,22,34,0,8,0,0,0,0,0,8,0,15,0,0,0,0,0,0,0,20,12,0,0,0,0,0,0,0,0,0,11,0,11,0,0,15,0,14,21,0,0,34,0,0,0,44,0,6,16,0,0,0,0,21,22,0,2,0,1,0,9,0,2,0,1,0,3,0,24,0,19,0,30,0,20,0,0,0,0,16,0,0,19,0,9,0,31,0,10,20,0,0,0,4,0,15,32,0,0,7,0,27,0,11,0,14,0,13,14,0,22,0,12,0,27,46,0,2,0,9,0,0,22,0,2,0,13,0,2,12,0,29,0,5,0,0,3,0,8,0,29,0,0,24,24,0,0,23,0
"Taj Gibson","PF",75,"WAS",352.25,7.7,0.8,7,0,0,0,0,0,3,0,0,0,12,2,0,0,8,0,2,0,0,0,2,0,0,0,0,0,0,0,10,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,13,0,0,0,0,0,0,11,0,27,0,0,6,0,0,0,7,0,0,1,0,0,0,0,8,0,27,0,4,0,0,0,0,0,0,0,0,0,0,0,14,15,0,0,0,9,14,0,15,0,1,0,0,0,20,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,14,0,0,0,4,0,0,4,0,17,0,0,0,0,0,0,0,0,0,0,5,4,0,7,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0
"Jalen Suggs","SG",74,"ORL",897.25,19.1,0.8,7,0,25,0,0,0,0,0,0,0,0,0,11,0,19,0,0,0,0,33,0,11,0,28,0,23,0,18,0,19,0,27,0,8,0,0,0,0,0,0,0,0,0,8,0,32,0,0,0,6,0,0,0,24,0,31,0,12,0,25,16,0,13,0,8,0,6,12,0,0,0,0,10,0,6,0,0,12,25,0,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,28,0,35,40,0,44,0,20,0,0,26,0,31,0,27,0,18,0,48,0,22,0,0,0,0,0,0,0,0,0,0,11,0,30,0
"Anthony Gill","PF",71,"WAS",338.55,6.4,0.6,6,0,5,0,10,0,6,2,0,0,19,2,0,0,2,0,9,0,0,0,0,0,0,10,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,15,0,10,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2,0,0,0,0,0,0,0,0,0,24,0,2,0,0,1,0,0,2,0,2,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,0,0,0,7,1,0,1,0,0,3,0,3,0,0,0,6,8,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,3,0,15,0,4,0,18,21,0,6,0,0,2,0,4,0,4,0,6,0
"David Roddy","PF",71,"MEM",730.95,11.6,0.7,6,0,9,0,9,0,20,0,12,0,16,4,0,13,0,31,0,0,0,13,0,9,0,19,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,14,0,0,0,15,0,5,0,0,0,6,0,0,0,0,0,0,22,0,15,0,0,0,0,0,14,0,0,10,14,0,0,15,8,0,0,0,4,0,0,0,6,0,0,18,0,0,19,0,26,0,0,14,0,0,12,0,13,0,19,6,0,12,0,21,0,0,8,0,13,0,0,5,0,16,0,6,0,0,6,0,18,0,9,0,7,0,2,4,0,16,0,19,0,15,0,29,0,7,0,0,2,0,16,12,0,4,0
"Aaron Wiggins","SG",74,"OKC",830.9,13,0.7,6,0,0,0,12,4,0,11,0,13,0,0,4,0,4,0,12,0,0,0,8,22,0,6,0,36,0,19,22,0,18,0,9,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,11,28,0,14,0,0,4,0,6,0,0,24,0,20,0,0,10,0,0,0,16,0,0,9,0,12,0,0,6,0,18,0,0,0,5,29,0,0,0,0,2,0,20,0,0,0,3,0,3,0,20,0,29,22,0,20,0,0,0,3,0,0,11,0,10,0,0,0,0,2,0,0,0,25,0,0,0,0,7,0,0,24,0,11,0,8,12,0,37,0,6,0,0,0,-1,0,0,0,6,0,0,17,0,26,0,32,0,11,14,0,0,0,0
"Jared Butler","SG",73,"OKC",23.7,7.9,0.9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Max Strus","SG",77,"MIA",1523.85,20.6,0.7,6,0,0,34,0,0,19,0,0,9,32,0,0,24,0,3,0,0,0,0,14,0,11,0,12,9,0,22,0,15,0,7,18,0,0,0,0,0,0,0,0,26,0,41,0,28,0,0,11,0,0,0,15,0,22,0,4,0,14,0,24,0,0,28,0,8,0,5,0,36,0,19,0,24,0,31,0,38,0,18,0,32,0,22,0,29,0,29,24,0,9,0,25,0,0,18,0,0,18,0,0,24,0,25,15,0,15,0,8,0,17,0,21,10,0,0,17,0,31,0,0,22,0,0,0,0,0,31,13,0,32,0,29,0,13,0,45,0,19,0,0,23,0,0,34,0,19,31,0,0,22,0,25,36,0,16,0,36,4,0,33,0
"Duncan Robinson","SG",75,"MIA",401.45,10.8,0.7,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,18,0,0,0,0,4,0,0,0,1,12,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,0,10,0,17,0,0,0,0,0,19,0,0,24,0,13,21,0,0,0,4,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,10,0,10,0,16,0,0,19,0,0,3,0,13,25,0,0,4,0,6,13,0,14,0,12,2,0,15,0
"Aleksej Pokusevski","PF",65,"OKC",692.15,21.6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,40,0,16,0,21,0,23,24,0,5,0,13,0,49,0,0,20,0,8,0,22,0,0,16,0,22,0,3,29,0,27,0,0,0,0,19,0,17,0,47,23,0,27,0,43,0,0,0,0,0,22,0,38,0,0,16,0,28,0,16,0,4,7,0,0,26,0
"Moritz Wagner","PF",76,"ORL",1059.2,20,1,5,0,20,0,0,22,0,18,0,0,0,0,3,0,24,0,0,0,0,22,0,36,0,27,0,26,0,6,0,20,0,16,0,12,0,0,0,0,0,0,0,0,0,20,0,27,0,0,0,20,0,20,0,19,0,8,0,31,0,37,14,0,5,0,9,0,7,13,0,0,0,0,15,0,19,0,0,15,25,0,13,0,0,0,0,0,0,0,0,0,14,26,0,0,0,27,0,29,0,39,27,0,38,0,25,0,0,11,0,20,0,47,0,42,0,12,27,0,30,0,9,26,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vít Krejčí","SG",69,"ATL",82.35,3.3,0.6,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,14,0,4,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0
"Mamadi Diakite","PF",68,"CLE",82.3,4.1,0.6,3,0,4,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,2,0,16,0,0,9,0,5,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Moses Moody","SG",74,"GS",483.35,8.2,0.6,2,0,0,0,7,0,2,0,8,0,14,5,0,7,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,5,12,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,4,0,22,0,0,0,0,0,4,0,0,16,0,8,0,0,0,0,8,7,0,13,0,0,0,26,19,0,1,0,9,0,19,5,0,0,7,0,0,9,0,3,0,15,0,0,0,0,0,2,0,0,0,0,0,17,0,0,0,0,1,0,22,0,0,0,0,0,0,3,0,0,19,5,0,11,0,15,12,0,12,0,24,0,5,0,7,0,0,6
