Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status
PF/C,Dean Wade (26777543),Dean Wade,26777543,PF/C/F/UTIL,3000,CLE@ATL 02/24/2023 07:30PM ET,CLE,13.90,P
SF,Dylan Windler (26777547),Dylan Windler,26777547,SF/F/UTIL,3000,CLE@ATL 02/24/2023 07:30PM ET,CLE,0,P
SG/SF,Danny Green (26777550),Danny Green,26777550,SG/SF/F/G/UTIL,3000,CLE@ATL 02/24/2023 07:30PM ET,CLE,6.44,P
PF/C,Isaiah Mobley (26777555),Isaiah Mobley,26777555,PF/C/F/UTIL,3000,CLE@ATL 02/24/2023 07:30PM ET,CLE,3.16,P
SF/PF,Lamar Stevens (26777559),Lamar Stevens,26777559,SF/PF/F/UTIL,3000,CLE@ATL 02/24/2023 07:30PM ET,CLE,11.09,P
PF/C,Mamadi Diakite (26777563),Mamadi Diakite,26777563,PF/C/F/UTIL,3000,CLE@ATL 02/24/2023 07:30PM ET,CLE,3.69,P
C,Meyers Leonard (26777410),Meyers Leonard,26777410,C/UTIL,3000,MIA@MIL 02/24/2023 07:30PM ET,MIL,0,P
PF,Thanasis Antetokounmpo (26777412),Thanasis Antetokounmpo,26777412,PF/F/UTIL,3000,MIA@MIL 02/24/2023 07:30PM ET,MIL,2.23,P
PG,AJ Green (26777415),AJ Green,26777415,PG/G/UTIL,3000,MIA@MIL 02/24/2023 07:30PM ET,MIL,7.58,P
C,Cody Zeller (26777567),Cody Zeller,26777567,C/UTIL,3000,MIA@MIL 02/24/2023 07:30PM ET,MIA,0,P
PF/C,Kevin Love (26777569),Kevin Love,26777569,PF/C/F/UTIL,3000,MIA@MIL 02/24/2023 07:30PM ET,MIA,20.92,P
C,Udonis Haslem (26777573),Udonis Haslem,26777573,C/UTIL,3000,MIA@MIL 02/24/2023 07:30PM ET,MIA,2.83,P
SF/PF,Duncan Robinson (26777575),Duncan Robinson,26777575,SF/PF/F/UTIL,3000,MIA@MIL 02/24/2023 07:30PM ET,MIA,12.28,P
SG,Jamal Cain (26777579),Jamal Cain,26777579,SG/G/UTIL,3000,MIA@MIL 02/24/2023 07:30PM ET,MIA,10.65,P
C,Orlando Robinson (26777582),Orlando Robinson,26777582,C/UTIL,3000,MIA@MIL 02/24/2023 07:30PM ET,MIA,11.47,P
C,Nikola Jovic (26777584),Nikola Jovic,26777584,C/UTIL,3000,MIA@MIL 02/24/2023 07:30PM ET,MIA,10.18,O
C,Omer Yurtseven (26777586),Omer Yurtseven,26777586,C/UTIL,3000,MIA@MIL 02/24/2023 07:30PM ET,MIA,0,O
PG,Jordan McLaughlin (26777476),Jordan McLaughlin,26777476,PG/G/UTIL,3000,CHA@MIN 02/24/2023 08:00PM ET,MIN,11.77,P
PG/SG,Austin Rivers (26777479),Austin Rivers,26777479,PG/SG/G/UTIL,3000,CHA@MIN 02/24/2023 08:00PM ET,MIN,11.35,P
PG/SG,Nickeil Alexander-Walker (26777483),Nickeil Alexander-Walker,26777483,PG/SG/G/UTIL,3000,CHA@MIN 02/24/2023 08:00PM ET,MIN,12.88,P
SG,Josh Minott (26777487),Josh Minott,26777487,SG/G/UTIL,3000,CHA@MIN 02/24/2023 08:00PM ET,MIN,7.91,P
SG/SF,Wendell Moore Jr. (26777490),Wendell Moore Jr.,26777490,SG/SF/F/G/UTIL,3000,CHA@MIN 02/24/2023 08:00PM ET,MIN,4.12,P
C,Nathan Knight (26777495),Nathan Knight,26777495,C/UTIL,3000,CHA@MIN 02/24/2023 08:00PM ET,MIN,7.03,P
SG/SF,Matt Ryan (26777497),Matt Ryan,26777497,SG/SF/F/G/UTIL,3000,CHA@MIN 02/24/2023 08:00PM ET,MIN,6.26,P
C,Luka Garza (26777502),Luka Garza,26777502,C/UTIL,3000,CHA@MIN 02/24/2023 08:00PM ET,MIN,11.24,P
PF,JT Thor (26777633),JT Thor,26777633,PF/F/UTIL,3000,CHA@MIN 02/24/2023 08:00PM ET,CHA,6.19,P
PG,Theo Maledon (26777636),Theo Maledon,26777636,PG/G/UTIL,3000,CHA@MIN 02/24/2023 08:00PM ET,CHA,13.76,P
PG/SG,James Bouknight (26777639),James Bouknight,26777639,PG/SG/G/UTIL,3000,CHA@MIN 02/24/2023 08:00PM ET,CHA,9.59,P
PF/C,Kai Jones (26777643),Kai Jones,26777643,PF/C/F/UTIL,3000,CHA@MIN 02/24/2023 08:00PM ET,CHA,6.46,P
SG/SF,Cody Martin (26777647),Cody Martin,26777647,SG/SF/F/G/UTIL,3000,CHA@MIN 02/24/2023 08:00PM ET,CHA,13.14,O
PG/SG,Brandon Boston Jr. (26777322),Brandon Boston Jr.,26777322,PG/SG/G/UTIL,3000,SAC@LAC 02/24/2023 10:30PM ET,LAC,10.75,P
PG,Matthew Dellavedova (26777326),Matthew Dellavedova,26777326,PG/G/UTIL,3000,SAC@LAC 02/24/2023 10:30PM ET,SAC,4.19,P
SF/PF,Kessler Edwards (26777329),Kessler Edwards,26777329,SF/PF/F/UTIL,3000,SAC@LAC 02/24/2023 10:30PM ET,SAC,3,P
PG/SG,Davion Mitchell (26777336),Davion Mitchell,26777336,PG/SG/G/UTIL,3000,SAC@LAC 02/24/2023 10:30PM ET,SAC,11.79,P
C,Chimezie Metu (26777340),Chimezie Metu,26777340,C/UTIL,3000,SAC@LAC 02/24/2023 10:30PM ET,SAC,10.89,P
PG,Keaton Wallace (26777418),Keaton Wallace,26777418,PG/G/UTIL,3000,SAC@LAC 02/24/2023 10:30PM ET,LAC,0,P
PF/C,Robert Covington (26777421),Robert Covington,26777421,PF/C/F/UTIL,3000,SAC@LAC 02/24/2023 10:30PM ET,LAC,15.15,P
PF/C,Nicolas Batum (26777425),Nicolas Batum,26777425,PF/C/F/UTIL,3000,SAC@LAC 02/24/2023 10:30PM ET,LAC,16.41,P
SF/PF,Amir Coffey (26777429),Amir Coffey,26777429,SF/PF/F/UTIL,3000,SAC@LAC 02/24/2023 10:30PM ET,LAC,7.87,P
PG,Jason Preston (26777433),Jason Preston,26777433,PG/G/UTIL,3000,SAC@LAC 02/24/2023 10:30PM ET,LAC,8.5,P
PF/C,Moussa Diabate (26777436),Moussa Diabate,26777436,PF/C/F/UTIL,3000,SAC@LAC 02/24/2023 10:30PM ET,LAC,7.75,P
C,Richaun Holmes (26777588),Richaun Holmes,26777588,C/UTIL,3000,SAC@LAC 02/24/2023 10:30PM ET,SAC,6.83,P
C,Alex Len (26777590),Alex Len,26777590,C/UTIL,3000,SAC@LAC 02/24/2023 10:30PM ET,SAC,2.59,P
PG/SG,Keon Ellis (26777592),Keon Ellis,26777592,PG/SG/G/UTIL,3000,SAC@LAC 02/24/2023 10:30PM ET,SAC,4.47,P
C,Neemias Queta (26777596),Neemias Queta,26777596,C/UTIL,3000,SAC@LAC 02/24/2023 10:30PM ET,SAC,6.56,P
SF/PF,KZ Okpala (26777598),KZ Okpala,26777598,SF/PF/F/UTIL,3000,SAC@LAC 02/24/2023 10:30PM ET,SAC,3.89,Q
PG/SG,Derrick Rose (26777342),Derrick Rose,26777342,PG/SG/G/UTIL,3000,NYK@WAS 02/24/2023 07:00PM ET,NYK,11.29,P
C,Taj Gibson (26777440),Taj Gibson,26777440,C/UTIL,3000,NYK@WAS 02/24/2023 07:00PM ET,WAS,8.47,P
SF/PF,Anthony Gill (26777442),Anthony Gill,26777442,SF/PF/F/UTIL,3000,NYK@WAS 02/24/2023 07:00PM ET,WAS,6.18,P
PG/SG,Quenton Jackson (26777446),Quenton Jackson,26777446,PG/SG/G/UTIL,3000,NYK@WAS 02/24/2023 07:00PM ET,WAS,2.75,P
PF/C,Isaiah Todd (26777450),Isaiah Todd,26777450,PF/C/F/UTIL,3000,NYK@WAS 02/24/2023 07:00PM ET,WAS,0.5,P
PG/SG,Jordan Goodwin (26777454),Jordan Goodwin,26777454,PG/SG/G/UTIL,3000,NYK@WAS 02/24/2023 07:00PM ET,WAS,17.04,P
SG/SF,Johnny Davis (26777458),Johnny Davis,26777458,SG/SF/F/G/UTIL,3000,NYK@WAS 02/24/2023 07:00PM ET,WAS,2.5,P
C,Vernon Carey Jr. (26777463),Vernon Carey Jr.,26777463,C/UTIL,3000,NYK@WAS 02/24/2023 07:00PM ET,WAS,2.84,P
SF,Evan Fournier (26777602),Evan Fournier,26777602,SF/F/UTIL,3000,NYK@WAS 02/24/2023 07:00PM ET,NYK,13.34,O
PG/SG,Miles McBride (26777605),Miles McBride,26777605,PG/SG/G/UTIL,3000,NYK@WAS 02/24/2023 07:00PM ET,NYK,7.58,P
SF,DaQuan Jeffries (26777609),DaQuan Jeffries,26777609,SF/F/UTIL,3000,NYK@WAS 02/24/2023 07:00PM ET,NYK,0,P
SF,Trevor Keels (26777612),Trevor Keels,26777612,SF/F/UTIL,3000,NYK@WAS 02/24/2023 07:00PM ET,NYK,1.25,P
PF/C,Obi Toppin (26777615),Obi Toppin,26777615,PF/C/F/UTIL,3000,NYK@WAS 02/24/2023 07:00PM ET,NYK,12.82,P
PF,Anthony Lamb (26777333),Anthony Lamb,26777333,PF/F/UTIL,3000,HOU@GSW 02/24/2023 10:00PM ET,GSW,15.48,P
SG,Moses Moody (26777346),Moses Moody,26777346,SG/G/UTIL,3000,HOU@GSW 02/24/2023 10:00PM ET,GSW,9.43,P
PF,Patrick Baldwin Jr. (26777349),Patrick Baldwin Jr.,26777349,PF/F/UTIL,3000,HOU@GSW 02/24/2023 10:00PM ET,GSW,8.66,P
SF,Andre Iguodala (26777352),Andre Iguodala,26777352,SF/F/UTIL,3000,HOU@GSW 02/24/2023 10:00PM ET,GSW,8.42,Q
PG,Gary Payton II (26777355),Gary Payton II,26777355,PG/G/UTIL,3000,HOU@GSW 02/24/2023 10:00PM ET,GSW,11.68,O
PG,Ryan Rollins (26777358),Ryan Rollins,26777358,PG/G/UTIL,3000,HOU@GSW 02/24/2023 10:00PM ET,GSW,3.71,O
C,Boban Marjanovic (26777504),Boban Marjanovic,26777504,C/UTIL,3000,HOU@GSW 02/24/2023 10:00PM ET,HOU,5.25,P
PF/C,Frank Kaminsky III (26777506),Frank Kaminsky III,26777506,PF/C/F/UTIL,3000,HOU@GSW 02/24/2023 10:00PM ET,HOU,6.52,P
PF,Darius Days (26777510),Darius Days,26777510,PF/F/UTIL,3000,HOU@GSW 02/24/2023 10:00PM ET,HOU,9.17,P
PG,Trevor Hudgins (26777513),Trevor Hudgins,26777513,PG/G/UTIL,3000,HOU@GSW 02/24/2023 10:00PM ET,HOU,3.5,P
C,Usman Garuba (26777516),Usman Garuba,26777516,C/UTIL,3000,HOU@GSW 02/24/2023 10:00PM ET,HOU,12.35,P
SG,Daishen Nix (26777518),Daishen Nix,26777518,SG/G/UTIL,3000,HOU@GSW 02/24/2023 10:00PM ET,HOU,10.86,P
PG,TyTy Washington Jr. (26777521),TyTy Washington Jr.,26777521,PG/G/UTIL,3000,HOU@GSW 02/24/2023 10:00PM ET,HOU,8.84,P
C,Jock Landale (26777465),Jock Landale,26777465,C/UTIL,3000,OKC@PHX 02/24/2023 10:00PM ET,PHX,14.10,P
C,Bismack Biyombo (26777467),Bismack Biyombo,26777467,C/UTIL,3000,OKC@PHX 02/24/2023 10:00PM ET,PHX,13.08,P
PF/C,Darius Bazley (26777469),Darius Bazley,26777469,PF/C/F/UTIL,3000,OKC@PHX 02/24/2023 10:00PM ET,PHX,13.62,P
PG,Saben Lee (26777473),Saben Lee,26777473,PG/G/UTIL,3000,OKC@PHX 02/24/2023 10:00PM ET,PHX,13.25,P
PG/SG,Tre Mann (26777619),Tre Mann,26777619,PG/SG/G/UTIL,3000,OKC@PHX 02/24/2023 10:00PM ET,OKC,14.92,P
SF/PF,Ousmane Dieng (26777623),Ousmane Dieng,26777623,SF/PF/F/UTIL,3000,OKC@PHX 02/24/2023 10:00PM ET,OKC,10.62,P
PF/C,Eugene Omoruyi (26777627),Eugene Omoruyi,26777627,PF/C/F/UTIL,3000,OKC@PHX 02/24/2023 10:00PM ET,OKC,9.5,P
C,Chet Holmgren (26777631),Chet Holmgren,26777631,C/UTIL,3000,OKC@PHX 02/24/2023 10:00PM ET,OKC,0,O
